presentation_table,cell,complete,expected_seeds,group,included_seeds,mean,metric,metric_label,n_seeds,sd,table
Adaptive-defense_crossplay_counterattack_n5_r1,soft|soft,True,"[0, 1, 2, 3, 4]",counterattack_n5_r1,"[0, 1, 2, 3, 4]",0.2098,false_ejection_rate,false_ejection_rate,5,0.04754156076529252,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,both|both,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.22630000000000003,coalition_favorable_rate,coalition_favorable_rate,10,0.04935821444636478,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,both|both,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.18960000000000002,false_ejection_rate,false_ejection_rate,10,0.040172406228930604,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,both|rule,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2283,coalition_favorable_rate,coalition_favorable_rate,10,0.05074566210251101,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,both|rule,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.16399999999999998,false_ejection_rate,false_ejection_rate,10,0.04214261501141095,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,both|soft,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.21680000000000002,coalition_favorable_rate,coalition_favorable_rate,10,0.04645619202838065,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,both|soft,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.1688,false_ejection_rate,false_ejection_rate,10,0.0383486925751351,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,rule|both,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2277,coalition_favorable_rate,coalition_favorable_rate,10,0.04368078652120531,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,rule|both,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.19269999999999998,false_ejection_rate,false_ejection_rate,10,0.03422815605121999,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,rule|rule,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.23459999999999998,coalition_favorable_rate,coalition_favorable_rate,10,0.04863514961196046,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,rule|rule,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.1696,false_ejection_rate,false_ejection_rate,10,0.0376510292024003,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,rule|soft,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.22269999999999998,coalition_favorable_rate,coalition_favorable_rate,10,0.03377063155399311,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,rule|soft,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.17359999999999998,false_ejection_rate,false_ejection_rate,10,0.03051848256020895,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,soft|both,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2347,coalition_favorable_rate,coalition_favorable_rate,10,0.060048221363241804,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,soft|both,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.20439999999999997,false_ejection_rate,false_ejection_rate,10,0.052173215776339155,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,soft|rule,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.24280000000000004,coalition_favorable_rate,coalition_favorable_rate,10,0.06034125178239731,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,soft|rule,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.1819,false_ejection_rate,false_ejection_rate,10,0.051487754747016196,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,soft|soft,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.24800000000000005,coalition_favorable_rate,coalition_favorable_rate,10,0.06476453075908484,crossplay
Adaptive-defense_crossplay_counterattack_n7_r1,soft|soft,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",counterattack_n7_r1,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.19419999999999998,false_ejection_rate,false_ejection_rate,10,0.054572683439407466,crossplay
Generation_stages_multigen_dependence_n7_r8_k4,C0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.0,any_false_ejection_rate,any_false_ejection_rate,10,0.0,stages
Generation_stages_multigen_dependence_n7_r8_k4,C0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.9931000000000001,coalition_game_win_rate,coalition_game_win_rate,10,0.004121757985239905,stages
Generation_stages_multigen_dependence_n7_r8_k4,C0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.9964000000000001,false_ejection_rate,terminal-meeting false ejection,10,0.0028362729848243557,stages
Generation_stages_multigen_dependence_n7_r8_k4,C0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3.4980999999999995,mean_false_ejections,mean_false_ejections,10,0.04753583443630241,stages
Generation_stages_multigen_dependence_n7_r8_k4,C1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.905,any_false_ejection_rate,any_false_ejection_rate,10,0.01650589120418661,stages
Generation_stages_multigen_dependence_n7_r8_k4,C1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8638,coalition_game_win_rate,coalition_game_win_rate,10,0.029062385005746236,stages
Generation_stages_multigen_dependence_n7_r8_k4,C1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5427000000000001,false_ejection_rate,terminal-meeting false ejection,10,0.04029902121778035,stages
Generation_stages_multigen_dependence_n7_r8_k4,C1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.4014000000000002,mean_false_ejections,mean_false_ejections,10,0.0549468429989891,stages
Generation_stages_multigen_dependence_n7_r8_k4,C2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.885,any_false_ejection_rate,any_false_ejection_rate,10,0.017950549357115028,stages
Generation_stages_multigen_dependence_n7_r8_k4,C2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.7779,coalition_game_win_rate,coalition_game_win_rate,10,0.04836539166709096,stages
Generation_stages_multigen_dependence_n7_r8_k4,C2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5234,false_ejection_rate,terminal-meeting false ejection,10,0.058446936997968026,stages
Generation_stages_multigen_dependence_n7_r8_k4,C2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.4476,mean_false_ejections,mean_false_ejections,10,0.17675230628701225,stages
Generation_stages_multigen_dependence_n7_r8_k4,C3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8790000000000001,any_false_ejection_rate,any_false_ejection_rate,10,0.025148448151813375,stages
Generation_stages_multigen_dependence_n7_r8_k4,C3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.7525999999999999,coalition_game_win_rate,coalition_game_win_rate,10,0.06037328327441977,stages
Generation_stages_multigen_dependence_n7_r8_k4,C3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5207,false_ejection_rate,terminal-meeting false ejection,10,0.06725085707838806,stages
Generation_stages_multigen_dependence_n7_r8_k4,C3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.4744000000000002,mean_false_ejections,mean_false_ejections,10,0.14177227436201262,stages
Generation_stages_multigen_dependence_n7_r8_k4,C4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8897,any_false_ejection_rate,any_false_ejection_rate,10,0.020488750300808725,stages
Generation_stages_multigen_dependence_n7_r8_k4,C4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.7603,coalition_game_win_rate,coalition_game_win_rate,10,0.09084791931819049,stages
Generation_stages_multigen_dependence_n7_r8_k4,C4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5283,false_ejection_rate,terminal-meeting false ejection,10,0.08179792173399028,stages
Generation_stages_multigen_dependence_n7_r8_k4,C4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.5281999999999998,mean_false_ejections,mean_false_ejections,10,0.2041044394966024,stages
Generation_stages_multigen_dependence_n7_r8_k4,D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8767000000000001,any_false_ejection_rate,any_false_ejection_rate,10,0.04764463360244374,stages
Generation_stages_multigen_dependence_n7_r8_k4,D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.25270000000000004,coalition_game_win_rate,coalition_game_win_rate,10,0.07125704643518889,stages
Generation_stages_multigen_dependence_n7_r8_k4,D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.25270000000000004,false_ejection_rate,terminal-meeting false ejection,10,0.07125704643518889,stages
Generation_stages_multigen_dependence_n7_r8_k4,D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2.0809,mean_false_ejections,mean_false_ejections,10,0.24470637734049988,stages
Generation_stages_multigen_dependence_n7_r8_k4,D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.7188,any_false_ejection_rate,any_false_ejection_rate,10,0.11446959809874797,stages
Generation_stages_multigen_dependence_n7_r8_k4,D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.4082,coalition_game_win_rate,coalition_game_win_rate,10,0.14666878786344875,stages
Generation_stages_multigen_dependence_n7_r8_k4,D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.29359999999999997,false_ejection_rate,terminal-meeting false ejection,10,0.11105374074444019,stages
Generation_stages_multigen_dependence_n7_r8_k4,D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.1382999999999999,mean_false_ejections,mean_false_ejections,10,0.36793237603306034,stages
Generation_stages_multigen_dependence_n7_r8_k4,D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.7186999999999999,any_false_ejection_rate,any_false_ejection_rate,10,0.11225274062479623,stages
Generation_stages_multigen_dependence_n7_r8_k4,D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.3724,coalition_game_win_rate,coalition_game_win_rate,10,0.14122574521350953,stages
Generation_stages_multigen_dependence_n7_r8_k4,D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.27080000000000004,false_ejection_rate,terminal-meeting false ejection,10,0.11057707216638035,stages
Generation_stages_multigen_dependence_n7_r8_k4,D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.1619000000000002,mean_false_ejections,mean_false_ejections,10,0.33059490148653065,stages
Generation_stages_multigen_dependence_n7_r8_k4,D4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.7363,any_false_ejection_rate,any_false_ejection_rate,10,0.0674059839084533,stages
Generation_stages_multigen_dependence_n7_r8_k4,D4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.35889999999999994,coalition_game_win_rate,coalition_game_win_rate,10,0.09795968558544887,stages
Generation_stages_multigen_dependence_n7_r8_k4,D4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.28090000000000004,false_ejection_rate,terminal-meeting false ejection,10,0.07136517980702416,stages
Generation_stages_multigen_dependence_n7_r8_k4,D4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.1629,mean_false_ejections,mean_false_ejections,10,0.24092527656700718,stages
multigen_dependence_n7_r8_k4_matrix,C0|D0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.0,any_false_ejection_rate,any_false_ejection_rate,10,0.0,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.9931999999999999,coalition_game_win_rate,coalition_game_win_rate,10,0.004442221666388719,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.9962,false_ejection_rate,terminal-meeting false ejection,10,0.00382390143992,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",3.5016,mean_false_ejections,mean_false_ejections,10,0.05084879546262622,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8720000000000001,any_false_ejection_rate,any_false_ejection_rate,10,0.04738494838377831,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.24220000000000003,coalition_game_win_rate,coalition_game_win_rate,10,0.06964321774428417,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.24220000000000003,false_ejection_rate,terminal-meeting false ejection,10,0.06964321774428417,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2.0625999999999998,mean_false_ejections,mean_false_ejections,10,0.24256966925904905,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8868,any_false_ejection_rate,any_false_ejection_rate,10,0.04776981845847393,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2818,coalition_game_win_rate,coalition_game_win_rate,10,0.10472588558284486,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2818,false_ejection_rate,terminal-meeting false ejection,10,0.10472588558284486,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2.1462000000000003,mean_false_ejections,mean_false_ejections,10,0.3140678624473096,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8374,any_false_ejection_rate,any_false_ejection_rate,10,0.07109961712664532,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.22759999999999997,coalition_game_win_rate,coalition_game_win_rate,10,0.11994739587743361,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.22759999999999997,false_ejection_rate,terminal-meeting false ejection,10,0.11994739587743361,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.8990000000000002,mean_false_ejections,mean_false_ejections,10,0.3993553138079756,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8688,any_false_ejection_rate,any_false_ejection_rate,10,0.05013049637363136,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2692,coalition_game_win_rate,coalition_game_win_rate,10,0.09964916234246807,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2692,false_ejection_rate,terminal-meeting false ejection,10,0.09964916234246807,crossplay
multigen_dependence_n7_r8_k4_matrix,C0|D4,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",2.0848,mean_false_ejections,mean_false_ejections,10,0.3179674336923341,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.26860000000000006,any_false_ejection_rate,any_false_ejection_rate,10,0.05788148811724406,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2274,coalition_game_win_rate,coalition_game_win_rate,10,0.05928499903947972,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.08499999999999999,false_ejection_rate,terminal-meeting false ejection,10,0.02125506475590648,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D0,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.34859999999999997,mean_false_ejections,mean_false_ejections,10,0.07245565693734494,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.9048,any_false_ejection_rate,any_false_ejection_rate,10,0.020465689444639903,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8629999999999999,coalition_game_win_rate,coalition_game_win_rate,10,0.03516627171974117,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5422,false_ejection_rate,terminal-meeting false ejection,10,0.041198166086476334,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D1,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.3976,mean_false_ejections,mean_false_ejections,10,0.0610413339012545,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.7268000000000001,any_false_ejection_rate,any_false_ejection_rate,10,0.11851750925496198,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.41159999999999997,coalition_game_win_rate,coalition_game_win_rate,10,0.15376692318787766,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.2962,false_ejection_rate,terminal-meeting false ejection,10,0.11541018634033615,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D2,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.1512,mean_false_ejections,mean_false_ejections,10,0.3779196857652283,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8034000000000001,any_false_ejection_rate,any_false_ejection_rate,10,0.043338973991854796,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5686,coalition_game_win_rate,coalition_game_win_rate,10,0.15488791646434744,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.391,false_ejection_rate,terminal-meeting false ejection,10,0.10749366906422392,crossplay
multigen_dependence_n7_r8_k4_matrix,C1|D3,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",multigen_dependence_n7_r8_k4,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",1.2946,mean_false_ejections,mean_false_ejections,10,0.12619579144241613,crossplay
