kind,crew,condition,rule,variant,metric,n_replicates,mean,sd,minimum,maximum,replicate_values
outcome,5,framer,mean,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,framer,mean,catch_outside,no_ejection_rate,10,0.1246,0.013858010118499858,0.1,0.15,"[0.15,0.128,0.118,0.132,0.126,0.112,0.1,0.138,0.122,0.12]"
outcome,5,framer,sharp_credibility,alibi_off,coalition_favorable_rate,10,0.6058,0.021238330128959468,0.572,0.632,"[0.63,0.602,0.614,0.576,0.632,0.572,0.622,0.59,0.618,0.602]"
outcome,5,framer,sharp_credibility,alibi_off,creator_ejection_rate,10,0.3216,0.021843890577357212,0.278,0.354,"[0.31,0.332,0.314,0.354,0.278,0.348,0.322,0.31,0.314,0.334]"
outcome,5,framer,sharp_credibility,alibi_off,creator_survival,10,0.6784000000000001,0.0218438905773572,0.646,0.722,"[0.69,0.668,0.686,0.646,0.722,0.652,0.678,0.69,0.686,0.666]"
outcome,5,framer,sharp_credibility,alibi_off,false_ejection_rate,10,0.47059999999999996,0.02288230757594172,0.438,0.514,"[0.482,0.454,0.492,0.45,0.484,0.438,0.514,0.456,0.462,0.474]"
outcome,5,framer,sharp_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,framer,sharp_credibility,alibi_off,no_ejection_rate,10,0.1352,0.014823404916999778,0.108,0.156,"[0.148,0.148,0.122,0.126,0.148,0.134,0.108,0.134,0.156,0.128]"
outcome,5,framer,sharp_credibility,baseline,coalition_favorable_rate,10,0.5096,0.023509808827617277,0.456,0.534,"[0.53,0.528,0.516,0.496,0.534,0.456,0.522,0.518,0.494,0.502]"
outcome,5,framer,sharp_credibility,baseline,creator_ejection_rate,10,0.40580000000000005,0.024503061033266844,0.36,0.45,"[0.398,0.402,0.402,0.424,0.36,0.45,0.402,0.382,0.418,0.42]"
outcome,5,framer,sharp_credibility,baseline,creator_survival,10,0.5942,0.024503061033266844,0.55,0.64,"[0.602,0.598,0.598,0.576,0.64,0.55,0.598,0.618,0.582,0.58]"
outcome,5,framer,sharp_credibility,baseline,false_ejection_rate,10,0.40540000000000004,0.021417542135154326,0.366,0.444,"[0.416,0.404,0.418,0.386,0.416,0.366,0.444,0.41,0.388,0.406]"
outcome,5,framer,sharp_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,framer,sharp_credibility,baseline,no_ejection_rate,10,0.1042,0.013838753958037953,0.078,0.124,"[0.114,0.124,0.098,0.11,0.118,0.09,0.078,0.108,0.106,0.096]"
outcome,5,framer,sharp_credibility,catch_outside,coalition_favorable_rate,10,0.4612,0.024912290585617017,0.412,0.494,"[0.48,0.464,0.458,0.434,0.494,0.412,0.492,0.462,0.46,0.456]"
outcome,5,framer,sharp_credibility,catch_outside,creator_ejection_rate,10,0.4462,0.02464774048693127,0.398,0.486,"[0.442,0.46,0.448,0.474,0.398,0.486,0.43,0.43,0.442,0.452]"
outcome,5,framer,sharp_credibility,catch_outside,creator_survival,10,0.5538000000000001,0.024647740486931257,0.514,0.602,"[0.558,0.54,0.552,0.526,0.602,0.514,0.57,0.57,0.558,0.548]"
outcome,5,framer,sharp_credibility,catch_outside,false_ejection_rate,10,0.37900000000000006,0.026081070189358072,0.342,0.432,"[0.388,0.368,0.388,0.348,0.402,0.342,0.432,0.378,0.366,0.378]"
outcome,5,framer,sharp_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,framer,sharp_credibility,catch_outside,no_ejection_rate,10,0.0822,0.012236557250032924,0.06,0.096,"[0.092,0.096,0.07,0.086,0.092,0.07,0.06,0.084,0.094,0.078]"
outcome,5,framer,soft_credibility,alibi_off,coalition_favorable_rate,10,0.6437999999999999,0.01942392568171763,0.608,0.67,"[0.67,0.64,0.638,0.608,0.66,0.63,0.658,0.626,0.664,0.644]"
outcome,5,framer,soft_credibility,alibi_off,creator_ejection_rate,10,0.3028,0.018599880525303265,0.268,0.334,"[0.288,0.31,0.312,0.334,0.268,0.308,0.306,0.31,0.282,0.31]"
outcome,5,framer,soft_credibility,alibi_off,creator_survival,10,0.6971999999999999,0.01859988052530326,0.666,0.732,"[0.712,0.69,0.688,0.666,0.732,0.692,0.694,0.69,0.718,0.69]"
outcome,5,framer,soft_credibility,alibi_off,false_ejection_rate,10,0.489,0.0258757715934338,0.456,0.532,"[0.5,0.464,0.506,0.456,0.51,0.47,0.532,0.462,0.48,0.51]"
outcome,5,framer,soft_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,framer,soft_credibility,alibi_off,no_ejection_rate,10,0.1548,0.01960045350949252,0.126,0.184,"[0.17,0.176,0.132,0.152,0.15,0.16,0.126,0.164,0.184,0.134]"
outcome,5,framer,soft_credibility,baseline,coalition_favorable_rate,10,0.5138,0.02216002406737564,0.48,0.546,"[0.534,0.528,0.502,0.482,0.526,0.48,0.546,0.528,0.508,0.504]"
outcome,5,framer,soft_credibility,baseline,creator_ejection_rate,10,0.40859999999999996,0.02015605781562125,0.374,0.438,"[0.4,0.408,0.42,0.438,0.374,0.436,0.392,0.392,0.408,0.418]"
outcome,5,framer,soft_credibility,baseline,creator_survival,10,0.5913999999999999,0.020156057815621256,0.562,0.626,"[0.6,0.592,0.58,0.562,0.626,0.564,0.608,0.608,0.592,0.582]"
outcome,5,framer,soft_credibility,baseline,false_ejection_rate,10,0.40140000000000003,0.02750434309138993,0.36,0.456,"[0.406,0.394,0.408,0.364,0.42,0.36,0.456,0.4,0.392,0.414]"
outcome,5,framer,soft_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,framer,soft_credibility,baseline,no_ejection_rate,10,0.11240000000000001,0.0164600526528117,0.09,0.134,"[0.128,0.134,0.094,0.118,0.106,0.12,0.09,0.128,0.116,0.09]"
outcome,5,framer,soft_credibility,catch_outside,coalition_favorable_rate,10,0.513,0.02199494891509818,0.48,0.546,"[0.532,0.528,0.502,0.482,0.526,0.48,0.546,0.526,0.506,0.502]"
outcome,5,framer,soft_credibility,catch_outside,creator_ejection_rate,10,0.4072,0.01962311562078424,0.372,0.436,"[0.4,0.408,0.418,0.436,0.372,0.434,0.392,0.392,0.406,0.414]"
outcome,5,framer,soft_credibility,catch_outside,creator_survival,10,0.5928000000000001,0.019623115620784264,0.564,0.628,"[0.6,0.592,0.582,0.564,0.628,0.566,0.608,0.608,0.594,0.586]"
outcome,5,framer,soft_credibility,catch_outside,false_ejection_rate,10,0.4010000000000001,0.027604347483684524,0.36,0.456,"[0.406,0.394,0.408,0.364,0.42,0.36,0.456,0.398,0.39,0.414]"
outcome,5,framer,soft_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,framer,soft_credibility,catch_outside,no_ejection_rate,10,0.11200000000000002,0.016573070526208072,0.088,0.134,"[0.126,0.134,0.094,0.118,0.106,0.12,0.09,0.128,0.116,0.088]"
outcome,5,lone_liar,mean,alibi_off,coalition_favorable_rate,10,0.29660000000000003,0.02292112077926771,0.262,0.34,"[0.304,0.296,0.272,0.324,0.286,0.286,0.34,0.3,0.262,0.296]"
outcome,5,lone_liar,mean,alibi_off,creator_ejection_rate,10,0.5915999999999999,0.02210681141890686,0.546,0.62,"[0.582,0.592,0.6,0.588,0.62,0.606,0.546,0.568,0.614,0.6]"
outcome,5,lone_liar,mean,alibi_off,creator_survival,10,0.40840000000000004,0.022106811418906865,0.38,0.454,"[0.418,0.408,0.4,0.412,0.38,0.394,0.454,0.432,0.386,0.4]"
outcome,5,lone_liar,mean,alibi_off,false_ejection_rate,10,0.1876,0.01714772417682429,0.166,0.22,"[0.198,0.192,0.17,0.204,0.166,0.192,0.22,0.178,0.17,0.186]"
outcome,5,lone_liar,mean,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,lone_liar,mean,alibi_off,no_ejection_rate,10,0.10899999999999999,0.01120515754264774,0.092,0.122,"[0.106,0.104,0.102,0.12,0.12,0.094,0.12,0.122,0.092,0.11]"
outcome,5,lone_liar,mean,baseline,coalition_favorable_rate,10,0.24340000000000006,0.0242404620418011,0.212,0.292,"[0.248,0.238,0.232,0.27,0.234,0.236,0.292,0.256,0.216,0.212]"
outcome,5,lone_liar,mean,baseline,creator_ejection_rate,10,0.6428,0.024552890755355987,0.594,0.678,"[0.638,0.648,0.638,0.64,0.666,0.658,0.594,0.614,0.654,0.678]"
outcome,5,lone_liar,mean,baseline,creator_survival,10,0.3572,0.024552890755355966,0.322,0.406,"[0.362,0.352,0.362,0.36,0.334,0.342,0.406,0.386,0.346,0.322]"
outcome,5,lone_liar,mean,baseline,false_ejection_rate,10,0.13260000000000002,0.01808744192956969,0.102,0.166,"[0.134,0.134,0.122,0.154,0.118,0.138,0.166,0.134,0.124,0.102]"
outcome,5,lone_liar,mean,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,lone_liar,mean,baseline,no_ejection_rate,10,0.11080000000000001,0.010464755664185912,0.092,0.126,"[0.114,0.104,0.11,0.116,0.116,0.098,0.126,0.122,0.092,0.11]"
outcome,5,lone_liar,mean,catch_outside,coalition_favorable_rate,10,0.24340000000000006,0.0242404620418011,0.212,0.292,"[0.248,0.238,0.232,0.27,0.234,0.236,0.292,0.256,0.216,0.212]"
outcome,5,lone_liar,mean,catch_outside,creator_ejection_rate,10,0.6428,0.024552890755355987,0.594,0.678,"[0.638,0.648,0.638,0.64,0.666,0.658,0.594,0.614,0.654,0.678]"
outcome,5,lone_liar,mean,catch_outside,creator_survival,10,0.3572,0.024552890755355966,0.322,0.406,"[0.362,0.352,0.362,0.36,0.334,0.342,0.406,0.386,0.346,0.322]"
outcome,5,lone_liar,mean,catch_outside,false_ejection_rate,10,0.13260000000000002,0.01808744192956969,0.102,0.166,"[0.134,0.134,0.122,0.154,0.118,0.138,0.166,0.134,0.124,0.102]"
outcome,5,lone_liar,mean,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,lone_liar,mean,catch_outside,no_ejection_rate,10,0.11080000000000001,0.010464755664185912,0.092,0.126,"[0.114,0.104,0.11,0.116,0.116,0.098,0.126,0.122,0.092,0.11]"
outcome,5,lone_liar,sharp_credibility,alibi_off,coalition_favorable_rate,10,0.3884,0.017455976372323347,0.358,0.414,"[0.386,0.388,0.358,0.396,0.41,0.394,0.414,0.388,0.364,0.386]"
outcome,5,lone_liar,sharp_credibility,alibi_off,creator_ejection_rate,10,0.3424,0.01885146619703034,0.31,0.374,"[0.326,0.348,0.36,0.322,0.342,0.348,0.31,0.342,0.374,0.352]"
outcome,5,lone_liar,sharp_credibility,alibi_off,creator_survival,10,0.6576,0.01885146619703034,0.626,0.69,"[0.674,0.652,0.64,0.678,0.658,0.652,0.69,0.658,0.626,0.648]"
outcome,5,lone_liar,sharp_credibility,alibi_off,false_ejection_rate,10,0.3243999999999999,0.015428689006018764,0.304,0.35,"[0.306,0.318,0.32,0.324,0.348,0.328,0.35,0.33,0.304,0.316]"
outcome,5,lone_liar,sharp_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,lone_liar,sharp_credibility,alibi_off,no_ejection_rate,10,0.06400000000000002,0.011195237082497776,0.038,0.08,"[0.08,0.07,0.038,0.072,0.062,0.066,0.064,0.058,0.06,0.07]"
outcome,5,lone_liar,sharp_credibility,baseline,coalition_favorable_rate,10,0.3272,0.019395302982366063,0.296,0.36,"[0.32,0.322,0.31,0.344,0.342,0.34,0.36,0.328,0.31,0.296]"
outcome,5,lone_liar,sharp_credibility,baseline,creator_ejection_rate,10,0.39580000000000004,0.022773278688459034,0.356,0.434,"[0.388,0.404,0.398,0.366,0.396,0.396,0.356,0.4,0.42,0.434]"
outcome,5,lone_liar,sharp_credibility,baseline,creator_survival,10,0.6042,0.022773278688459048,0.566,0.644,"[0.612,0.596,0.602,0.634,0.604,0.604,0.644,0.6,0.58,0.566]"
outcome,5,lone_liar,sharp_credibility,baseline,false_ejection_rate,10,0.2792,0.018718974330876135,0.25,0.304,"[0.26,0.274,0.27,0.296,0.304,0.294,0.302,0.276,0.266,0.25]"
outcome,5,lone_liar,sharp_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,lone_liar,sharp_credibility,baseline,no_ejection_rate,10,0.048,0.007055336829505575,0.038,0.06,"[0.06,0.048,0.04,0.048,0.038,0.046,0.058,0.052,0.044,0.046]"
outcome,5,lone_liar,sharp_credibility,catch_outside,coalition_favorable_rate,10,0.2412,0.025926391530210636,0.206,0.292,"[0.246,0.238,0.226,0.27,0.23,0.234,0.292,0.256,0.214,0.206]"
outcome,5,lone_liar,sharp_credibility,catch_outside,creator_ejection_rate,10,0.643,0.025564732651752034,0.594,0.682,"[0.638,0.648,0.638,0.638,0.664,0.66,0.594,0.612,0.656,0.682]"
outcome,5,lone_liar,sharp_credibility,catch_outside,creator_survival,10,0.35700000000000004,0.025564732651752017,0.318,0.406,"[0.362,0.352,0.362,0.362,0.336,0.34,0.406,0.388,0.344,0.318]"
outcome,5,lone_liar,sharp_credibility,catch_outside,false_ejection_rate,10,0.1316,0.018898559615895483,0.098,0.166,"[0.132,0.134,0.122,0.154,0.118,0.136,0.166,0.134,0.122,0.098]"
outcome,5,lone_liar,sharp_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,lone_liar,sharp_credibility,catch_outside,no_ejection_rate,10,0.1096,0.010532489417670134,0.092,0.126,"[0.114,0.104,0.104,0.116,0.112,0.098,0.126,0.122,0.092,0.108]"
outcome,5,lone_liar,soft_credibility,alibi_off,coalition_favorable_rate,10,0.2488,0.022572352804063448,0.216,0.294,"[0.244,0.25,0.216,0.272,0.23,0.252,0.294,0.244,0.228,0.258]"
outcome,5,lone_liar,soft_credibility,alibi_off,creator_ejection_rate,10,0.5092000000000001,0.025667965335110704,0.458,0.546,"[0.498,0.516,0.524,0.484,0.546,0.51,0.458,0.502,0.538,0.516]"
outcome,5,lone_liar,soft_credibility,alibi_off,creator_survival,10,0.49079999999999996,0.025667965335110704,0.454,0.542,"[0.502,0.484,0.476,0.516,0.454,0.49,0.542,0.498,0.462,0.484]"
outcome,5,lone_liar,soft_credibility,alibi_off,false_ejection_rate,10,0.2064,0.019906447866625192,0.182,0.246,"[0.204,0.212,0.188,0.224,0.182,0.21,0.246,0.194,0.186,0.218]"
outcome,5,lone_liar,soft_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,lone_liar,soft_credibility,alibi_off,no_ejection_rate,10,0.04239999999999999,0.006586180818788517,0.028,0.05,"[0.04,0.038,0.028,0.048,0.048,0.042,0.048,0.05,0.042,0.04]"
outcome,5,lone_liar,soft_credibility,baseline,coalition_favorable_rate,10,0.2,0.020677416559027766,0.18,0.246,"[0.188,0.196,0.18,0.22,0.184,0.21,0.246,0.204,0.188,0.184]"
outcome,5,lone_liar,soft_credibility,baseline,creator_ejection_rate,10,0.55,0.02436755584332941,0.498,0.58,"[0.552,0.562,0.552,0.526,0.576,0.546,0.498,0.542,0.566,0.58]"
outcome,5,lone_liar,soft_credibility,baseline,creator_survival,10,0.45,0.024367555843329423,0.42,0.502,"[0.448,0.438,0.448,0.474,0.424,0.454,0.502,0.458,0.434,0.42]"
outcome,5,lone_liar,soft_credibility,baseline,false_ejection_rate,10,0.15979999999999997,0.018413762968678263,0.144,0.198,"[0.146,0.164,0.146,0.182,0.144,0.168,0.198,0.158,0.146,0.146]"
outcome,5,lone_liar,soft_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,lone_liar,soft_credibility,baseline,no_ejection_rate,10,0.0402,0.0049396356140913875,0.032,0.048,"[0.042,0.032,0.034,0.038,0.04,0.042,0.048,0.046,0.042,0.038]"
outcome,5,lone_liar,soft_credibility,catch_outside,coalition_favorable_rate,10,0.24159999999999998,0.02571294529134217,0.206,0.292,"[0.246,0.238,0.228,0.27,0.232,0.234,0.292,0.256,0.214,0.206]"
outcome,5,lone_liar,soft_credibility,catch_outside,creator_ejection_rate,10,0.644,0.02536839678725395,0.594,0.682,"[0.64,0.648,0.64,0.64,0.666,0.66,0.594,0.614,0.656,0.682]"
outcome,5,lone_liar,soft_credibility,catch_outside,creator_survival,10,0.356,0.025368396787253934,0.318,0.406,"[0.36,0.352,0.36,0.36,0.334,0.34,0.406,0.386,0.344,0.318]"
outcome,5,lone_liar,soft_credibility,catch_outside,false_ejection_rate,10,0.1316,0.018898559615895483,0.098,0.166,"[0.132,0.134,0.122,0.154,0.118,0.136,0.166,0.134,0.122,0.098]"
outcome,5,lone_liar,soft_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,lone_liar,soft_credibility,catch_outside,no_ejection_rate,10,0.11000000000000001,0.010498677165349081,0.092,0.126,"[0.114,0.104,0.106,0.116,0.114,0.098,0.126,0.122,0.092,0.108]"
outcome,5,truthful,mean,alibi_off,coalition_favorable_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,mean,alibi_off,creator_ejection_rate,10,0.9030000000000001,0.011633285577743442,0.882,0.924,"[0.9,0.906,0.892,0.912,0.882,0.904,0.9,0.898,0.912,0.924]"
outcome,5,truthful,mean,alibi_off,creator_survival,10,0.097,0.011633285577743431,0.076,0.118,"[0.1,0.094,0.108,0.088,0.118,0.096,0.1,0.102,0.088,0.076]"
outcome,5,truthful,mean,alibi_off,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,mean,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,truthful,mean,alibi_off,no_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,mean,baseline,coalition_favorable_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,mean,baseline,creator_ejection_rate,10,0.9030000000000001,0.011633285577743442,0.882,0.924,"[0.9,0.906,0.892,0.912,0.882,0.904,0.9,0.898,0.912,0.924]"
outcome,5,truthful,mean,baseline,creator_survival,10,0.097,0.011633285577743431,0.076,0.118,"[0.1,0.094,0.108,0.088,0.118,0.096,0.1,0.102,0.088,0.076]"
outcome,5,truthful,mean,baseline,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,mean,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,truthful,mean,baseline,no_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,mean,catch_outside,coalition_favorable_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,mean,catch_outside,creator_ejection_rate,10,0.9030000000000001,0.011633285577743442,0.882,0.924,"[0.9,0.906,0.892,0.912,0.882,0.904,0.9,0.898,0.912,0.924]"
outcome,5,truthful,mean,catch_outside,creator_survival,10,0.097,0.011633285577743431,0.076,0.118,"[0.1,0.094,0.108,0.088,0.118,0.096,0.1,0.102,0.088,0.076]"
outcome,5,truthful,mean,catch_outside,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,mean,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,truthful,mean,catch_outside,no_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,sharp_credibility,alibi_off,coalition_favorable_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,sharp_credibility,alibi_off,creator_ejection_rate,10,0.9030000000000001,0.011633285577743442,0.882,0.924,"[0.9,0.906,0.892,0.912,0.882,0.904,0.9,0.898,0.912,0.924]"
outcome,5,truthful,sharp_credibility,alibi_off,creator_survival,10,0.097,0.011633285577743431,0.076,0.118,"[0.1,0.094,0.108,0.088,0.118,0.096,0.1,0.102,0.088,0.076]"
outcome,5,truthful,sharp_credibility,alibi_off,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,sharp_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,truthful,sharp_credibility,alibi_off,no_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,sharp_credibility,baseline,coalition_favorable_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,sharp_credibility,baseline,creator_ejection_rate,10,0.9030000000000001,0.011633285577743442,0.882,0.924,"[0.9,0.906,0.892,0.912,0.882,0.904,0.9,0.898,0.912,0.924]"
outcome,5,truthful,sharp_credibility,baseline,creator_survival,10,0.097,0.011633285577743431,0.076,0.118,"[0.1,0.094,0.108,0.088,0.118,0.096,0.1,0.102,0.088,0.076]"
outcome,5,truthful,sharp_credibility,baseline,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,sharp_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,truthful,sharp_credibility,baseline,no_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,sharp_credibility,catch_outside,coalition_favorable_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,sharp_credibility,catch_outside,creator_ejection_rate,10,0.9030000000000001,0.011633285577743442,0.882,0.924,"[0.9,0.906,0.892,0.912,0.882,0.904,0.9,0.898,0.912,0.924]"
outcome,5,truthful,sharp_credibility,catch_outside,creator_survival,10,0.097,0.011633285577743431,0.076,0.118,"[0.1,0.094,0.108,0.088,0.118,0.096,0.1,0.102,0.088,0.076]"
outcome,5,truthful,sharp_credibility,catch_outside,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,sharp_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,truthful,sharp_credibility,catch_outside,no_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,soft_credibility,alibi_off,coalition_favorable_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,soft_credibility,alibi_off,creator_ejection_rate,10,0.9030000000000001,0.011633285577743442,0.882,0.924,"[0.9,0.906,0.892,0.912,0.882,0.904,0.9,0.898,0.912,0.924]"
outcome,5,truthful,soft_credibility,alibi_off,creator_survival,10,0.097,0.011633285577743431,0.076,0.118,"[0.1,0.094,0.108,0.088,0.118,0.096,0.1,0.102,0.088,0.076]"
outcome,5,truthful,soft_credibility,alibi_off,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,soft_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,truthful,soft_credibility,alibi_off,no_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,soft_credibility,baseline,coalition_favorable_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,soft_credibility,baseline,creator_ejection_rate,10,0.9030000000000001,0.011633285577743442,0.882,0.924,"[0.9,0.906,0.892,0.912,0.882,0.904,0.9,0.898,0.912,0.924]"
outcome,5,truthful,soft_credibility,baseline,creator_survival,10,0.097,0.011633285577743431,0.076,0.118,"[0.1,0.094,0.108,0.088,0.118,0.096,0.1,0.102,0.088,0.076]"
outcome,5,truthful,soft_credibility,baseline,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,soft_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,truthful,soft_credibility,baseline,no_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,soft_credibility,catch_outside,coalition_favorable_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,5,truthful,soft_credibility,catch_outside,creator_ejection_rate,10,0.9030000000000001,0.011633285577743442,0.882,0.924,"[0.9,0.906,0.892,0.912,0.882,0.904,0.9,0.898,0.912,0.924]"
