kind,crew,condition,rule,variant,metric,n_replicates,mean,sd,minimum,maximum,replicate_values
outcome,3,lone_liar,sharp_credibility,catch_outside,no_ejection_rate,10,0.49460000000000004,0.02485602989663117,0.45,0.538,"[0.538,0.51,0.482,0.5,0.45,0.494,0.494,0.504,0.51,0.464]"
outcome,3,lone_liar,soft_credibility,alibi_off,coalition_favorable_rate,10,0.9628,0.006876691711054741,0.952,0.972,"[0.97,0.972,0.966,0.952,0.962,0.954,0.97,0.96,0.958,0.964]"
outcome,3,lone_liar,soft_credibility,alibi_off,creator_ejection_rate,10,0.0372,0.006876691711054735,0.028,0.048,"[0.03,0.028,0.034,0.048,0.038,0.046,0.03,0.04,0.042,0.036]"
outcome,3,lone_liar,soft_credibility,alibi_off,creator_survival,10,0.9628,0.006876691711054741,0.952,0.972,"[0.97,0.972,0.966,0.952,0.962,0.954,0.97,0.96,0.958,0.964]"
outcome,3,lone_liar,soft_credibility,alibi_off,false_ejection_rate,10,0.21059999999999998,0.02372153264675601,0.168,0.258,"[0.206,0.258,0.222,0.168,0.226,0.206,0.19,0.202,0.208,0.22]"
outcome,3,lone_liar,soft_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,lone_liar,soft_credibility,alibi_off,no_ejection_rate,10,0.7522,0.020644073672068178,0.714,0.784,"[0.764,0.714,0.744,0.784,0.736,0.748,0.78,0.758,0.75,0.744]"
outcome,3,lone_liar,soft_credibility,baseline,coalition_favorable_rate,10,0.818,0.017281975195754265,0.79,0.844,"[0.844,0.826,0.826,0.804,0.79,0.794,0.828,0.822,0.832,0.814]"
outcome,3,lone_liar,soft_credibility,baseline,creator_ejection_rate,10,0.1672,0.016143798258842997,0.138,0.19,"[0.138,0.17,0.156,0.182,0.19,0.186,0.162,0.166,0.152,0.17]"
outcome,3,lone_liar,soft_credibility,baseline,creator_survival,10,0.8328,0.016143798258842997,0.81,0.862,"[0.862,0.83,0.844,0.818,0.81,0.814,0.838,0.834,0.848,0.83]"
outcome,3,lone_liar,soft_credibility,baseline,false_ejection_rate,10,0.17339999999999997,0.02050582573048178,0.138,0.208,"[0.17,0.208,0.196,0.138,0.184,0.16,0.17,0.152,0.176,0.18]"
outcome,3,lone_liar,soft_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,lone_liar,soft_credibility,baseline,no_ejection_rate,10,0.6446000000000001,0.023362838488125183,0.606,0.674,"[0.674,0.618,0.63,0.666,0.606,0.634,0.658,0.67,0.656,0.634]"
outcome,3,lone_liar,soft_credibility,catch_outside,coalition_favorable_rate,10,0.818,0.017281975195754265,0.79,0.844,"[0.844,0.826,0.826,0.804,0.79,0.794,0.828,0.822,0.832,0.814]"
outcome,3,lone_liar,soft_credibility,catch_outside,creator_ejection_rate,10,0.17459999999999998,0.01660120477555771,0.148,0.2,"[0.148,0.172,0.17,0.186,0.2,0.198,0.166,0.168,0.158,0.18]"
outcome,3,lone_liar,soft_credibility,catch_outside,creator_survival,10,0.8253999999999999,0.016601204775557685,0.8,0.852,"[0.852,0.828,0.83,0.814,0.8,0.802,0.834,0.832,0.842,0.82]"
outcome,3,lone_liar,soft_credibility,catch_outside,false_ejection_rate,10,0.3274,0.017840029895341163,0.306,0.354,"[0.308,0.32,0.35,0.308,0.344,0.306,0.336,0.322,0.326,0.354]"
outcome,3,lone_liar,soft_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,lone_liar,soft_credibility,catch_outside,no_ejection_rate,10,0.49060000000000004,0.02538678571400659,0.446,0.536,"[0.536,0.506,0.476,0.496,0.446,0.488,0.492,0.5,0.506,0.46]"
outcome,3,truthful,mean,alibi_off,coalition_favorable_rate,10,0.9061999999999999,0.011525816432879914,0.89,0.922,"[0.89,0.898,0.912,0.922,0.916,0.892,0.902,0.906,0.902,0.922]"
outcome,3,truthful,mean,alibi_off,creator_ejection_rate,10,0.0938,0.011525816432879903,0.078,0.11,"[0.11,0.102,0.088,0.078,0.084,0.108,0.098,0.094,0.098,0.078]"
outcome,3,truthful,mean,alibi_off,creator_survival,10,0.9061999999999999,0.011525816432879914,0.89,0.922,"[0.89,0.898,0.912,0.922,0.916,0.892,0.902,0.906,0.902,0.922]"
outcome,3,truthful,mean,alibi_off,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,3,truthful,mean,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,truthful,mean,alibi_off,no_ejection_rate,10,0.9061999999999999,0.011525816432879914,0.89,0.922,"[0.89,0.898,0.912,0.922,0.916,0.892,0.902,0.906,0.902,0.922]"
outcome,3,truthful,mean,baseline,coalition_favorable_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,mean,baseline,creator_ejection_rate,10,0.0504,0.00941865760663966,0.038,0.07,"[0.06,0.07,0.054,0.044,0.044,0.042,0.05,0.05,0.052,0.038]"
outcome,3,truthful,mean,baseline,creator_survival,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,mean,baseline,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,3,truthful,mean,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,truthful,mean,baseline,no_ejection_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,mean,catch_outside,coalition_favorable_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,mean,catch_outside,creator_ejection_rate,10,0.0504,0.00941865760663966,0.038,0.07,"[0.06,0.07,0.054,0.044,0.044,0.042,0.05,0.05,0.052,0.038]"
outcome,3,truthful,mean,catch_outside,creator_survival,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,mean,catch_outside,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,3,truthful,mean,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,truthful,mean,catch_outside,no_ejection_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,sharp_credibility,alibi_off,coalition_favorable_rate,10,0.9061999999999999,0.011525816432879914,0.89,0.922,"[0.89,0.898,0.912,0.922,0.916,0.892,0.902,0.906,0.902,0.922]"
outcome,3,truthful,sharp_credibility,alibi_off,creator_ejection_rate,10,0.0938,0.011525816432879903,0.078,0.11,"[0.11,0.102,0.088,0.078,0.084,0.108,0.098,0.094,0.098,0.078]"
outcome,3,truthful,sharp_credibility,alibi_off,creator_survival,10,0.9061999999999999,0.011525816432879914,0.89,0.922,"[0.89,0.898,0.912,0.922,0.916,0.892,0.902,0.906,0.902,0.922]"
outcome,3,truthful,sharp_credibility,alibi_off,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,3,truthful,sharp_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,truthful,sharp_credibility,alibi_off,no_ejection_rate,10,0.9061999999999999,0.011525816432879914,0.89,0.922,"[0.89,0.898,0.912,0.922,0.916,0.892,0.902,0.906,0.902,0.922]"
outcome,3,truthful,sharp_credibility,baseline,coalition_favorable_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,sharp_credibility,baseline,creator_ejection_rate,10,0.0504,0.00941865760663966,0.038,0.07,"[0.06,0.07,0.054,0.044,0.044,0.042,0.05,0.05,0.052,0.038]"
outcome,3,truthful,sharp_credibility,baseline,creator_survival,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,sharp_credibility,baseline,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,3,truthful,sharp_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,truthful,sharp_credibility,baseline,no_ejection_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,sharp_credibility,catch_outside,coalition_favorable_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,sharp_credibility,catch_outside,creator_ejection_rate,10,0.0504,0.00941865760663966,0.038,0.07,"[0.06,0.07,0.054,0.044,0.044,0.042,0.05,0.05,0.052,0.038]"
outcome,3,truthful,sharp_credibility,catch_outside,creator_survival,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,sharp_credibility,catch_outside,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,3,truthful,sharp_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,truthful,sharp_credibility,catch_outside,no_ejection_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,soft_credibility,alibi_off,coalition_favorable_rate,10,0.9061999999999999,0.011525816432879914,0.89,0.922,"[0.89,0.898,0.912,0.922,0.916,0.892,0.902,0.906,0.902,0.922]"
outcome,3,truthful,soft_credibility,alibi_off,creator_ejection_rate,10,0.0938,0.011525816432879903,0.078,0.11,"[0.11,0.102,0.088,0.078,0.084,0.108,0.098,0.094,0.098,0.078]"
outcome,3,truthful,soft_credibility,alibi_off,creator_survival,10,0.9061999999999999,0.011525816432879914,0.89,0.922,"[0.89,0.898,0.912,0.922,0.916,0.892,0.902,0.906,0.902,0.922]"
outcome,3,truthful,soft_credibility,alibi_off,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,3,truthful,soft_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,truthful,soft_credibility,alibi_off,no_ejection_rate,10,0.9061999999999999,0.011525816432879914,0.89,0.922,"[0.89,0.898,0.912,0.922,0.916,0.892,0.902,0.906,0.902,0.922]"
outcome,3,truthful,soft_credibility,baseline,coalition_favorable_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,soft_credibility,baseline,creator_ejection_rate,10,0.0504,0.00941865760663966,0.038,0.07,"[0.06,0.07,0.054,0.044,0.044,0.042,0.05,0.05,0.052,0.038]"
outcome,3,truthful,soft_credibility,baseline,creator_survival,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,soft_credibility,baseline,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,3,truthful,soft_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,truthful,soft_credibility,baseline,no_ejection_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,soft_credibility,catch_outside,coalition_favorable_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,soft_credibility,catch_outside,creator_ejection_rate,10,0.0504,0.00941865760663966,0.038,0.07,"[0.06,0.07,0.054,0.044,0.044,0.042,0.05,0.05,0.052,0.038]"
outcome,3,truthful,soft_credibility,catch_outside,creator_survival,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,3,truthful,soft_credibility,catch_outside,false_ejection_rate,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
outcome,3,truthful,soft_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,3,truthful,soft_credibility,catch_outside,no_ejection_rate,10,0.9496,0.009418657606639643,0.93,0.962,"[0.94,0.93,0.946,0.956,0.956,0.958,0.95,0.95,0.948,0.962]"
outcome,5,alibi,mean,alibi_off,coalition_favorable_rate,10,0.312,0.02315167380558044,0.28,0.354,"[0.3,0.306,0.28,0.31,0.29,0.314,0.324,0.298,0.354,0.344]"
outcome,5,alibi,mean,alibi_off,creator_ejection_rate,10,0.6155999999999999,0.021370800432157704,0.576,0.636,"[0.628,0.636,0.636,0.63,0.622,0.626,0.608,0.612,0.576,0.582]"
outcome,5,alibi,mean,alibi_off,creator_survival,10,0.38439999999999996,0.02137080043215768,0.364,0.424,"[0.372,0.364,0.364,0.37,0.378,0.374,0.392,0.388,0.424,0.418]"
outcome,5,alibi,mean,alibi_off,false_ejection_rate,10,0.2312,0.022374588760963238,0.196,0.274,"[0.236,0.228,0.196,0.236,0.21,0.222,0.232,0.22,0.274,0.258]"
outcome,5,alibi,mean,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,alibi,mean,alibi_off,no_ejection_rate,10,0.0808,0.008390470785361212,0.064,0.092,"[0.064,0.078,0.084,0.074,0.08,0.092,0.092,0.078,0.08,0.086]"
outcome,5,alibi,mean,baseline,coalition_favorable_rate,10,0.5548,0.017491585278514774,0.516,0.576,"[0.56,0.576,0.546,0.554,0.516,0.572,0.562,0.542,0.568,0.552]"
outcome,5,alibi,mean,baseline,creator_ejection_rate,10,0.36140000000000005,0.011393955512561144,0.35,0.386,"[0.354,0.352,0.368,0.372,0.386,0.356,0.356,0.35,0.354,0.366]"
outcome,5,alibi,mean,baseline,creator_survival,10,0.6386000000000001,0.011393955512561142,0.614,0.65,"[0.646,0.648,0.632,0.628,0.614,0.644,0.644,0.65,0.646,0.634]"
outcome,5,alibi,mean,baseline,false_ejection_rate,10,0.3122,0.019786639712470404,0.278,0.348,"[0.316,0.304,0.32,0.324,0.278,0.33,0.294,0.302,0.348,0.306]"
outcome,5,alibi,mean,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,alibi,mean,baseline,no_ejection_rate,10,0.2426,0.016654662343553468,0.22,0.272,"[0.244,0.272,0.226,0.23,0.238,0.242,0.268,0.24,0.22,0.246]"
outcome,5,alibi,mean,catch_outside,coalition_favorable_rate,10,0.5564,0.01775887884349057,0.516,0.58,"[0.56,0.58,0.55,0.554,0.516,0.574,0.562,0.546,0.568,0.554]"
outcome,5,alibi,mean,catch_outside,creator_ejection_rate,10,0.35919999999999996,0.012407882799073976,0.344,0.386,"[0.352,0.348,0.362,0.372,0.386,0.354,0.356,0.344,0.354,0.364]"
outcome,5,alibi,mean,catch_outside,creator_survival,10,0.6407999999999999,0.012407882799073976,0.614,0.656,"[0.648,0.652,0.638,0.628,0.614,0.646,0.644,0.656,0.646,0.636]"
outcome,5,alibi,mean,catch_outside,false_ejection_rate,10,0.3122,0.019786639712470404,0.278,0.348,"[0.316,0.304,0.32,0.324,0.278,0.33,0.294,0.302,0.348,0.306]"
outcome,5,alibi,mean,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,alibi,mean,catch_outside,no_ejection_rate,10,0.24420000000000003,0.017060676031935746,0.22,0.276,"[0.244,0.276,0.23,0.23,0.238,0.244,0.268,0.244,0.22,0.248]"
outcome,5,alibi,sharp_credibility,alibi_off,coalition_favorable_rate,10,0.4962,0.019786639712470428,0.472,0.54,"[0.484,0.472,0.484,0.484,0.484,0.504,0.506,0.492,0.54,0.512]"
outcome,5,alibi,sharp_credibility,alibi_off,creator_ejection_rate,10,0.45,0.021766436956419333,0.404,0.482,"[0.464,0.482,0.454,0.47,0.446,0.46,0.444,0.444,0.404,0.432]"
outcome,5,alibi,sharp_credibility,alibi_off,creator_survival,10,0.55,0.021766436956419326,0.518,0.596,"[0.536,0.518,0.546,0.53,0.554,0.54,0.556,0.556,0.596,0.568]"
outcome,5,alibi,sharp_credibility,alibi_off,false_ejection_rate,10,0.34140000000000004,0.0191148575139282,0.318,0.372,"[0.354,0.318,0.328,0.342,0.318,0.332,0.33,0.358,0.372,0.362]"
outcome,5,alibi,sharp_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,alibi,sharp_credibility,alibi_off,no_ejection_rate,10,0.1548,0.015922032254430056,0.13,0.176,"[0.13,0.154,0.156,0.142,0.166,0.172,0.176,0.134,0.168,0.15]"
outcome,5,alibi,sharp_credibility,baseline,coalition_favorable_rate,10,0.6328,0.02078888591959123,0.606,0.672,"[0.652,0.622,0.61,0.618,0.606,0.672,0.626,0.648,0.644,0.63]"
outcome,5,alibi,sharp_credibility,baseline,creator_ejection_rate,10,0.2232,0.021212155844127566,0.19,0.25,"[0.19,0.216,0.25,0.248,0.24,0.218,0.202,0.202,0.224,0.242]"
outcome,5,alibi,sharp_credibility,baseline,creator_survival,10,0.7767999999999999,0.02121215584412759,0.75,0.81,"[0.81,0.784,0.75,0.752,0.76,0.782,0.798,0.798,0.776,0.758]"
outcome,5,alibi,sharp_credibility,baseline,false_ejection_rate,10,0.41980000000000006,0.02824417344043429,0.378,0.466,"[0.446,0.378,0.398,0.414,0.39,0.466,0.412,0.41,0.448,0.436]"
outcome,5,alibi,sharp_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,alibi,sharp_credibility,baseline,no_ejection_rate,10,0.213,0.016418147141366333,0.194,0.244,"[0.206,0.244,0.212,0.204,0.216,0.206,0.214,0.238,0.196,0.194]"
outcome,5,alibi,sharp_credibility,catch_outside,coalition_favorable_rate,10,0.45760000000000006,0.017582819897717077,0.432,0.49,"[0.462,0.47,0.432,0.442,0.438,0.456,0.468,0.45,0.49,0.468]"
outcome,5,alibi,sharp_credibility,catch_outside,creator_ejection_rate,10,0.4586,0.018185464280878586,0.432,0.486,"[0.452,0.456,0.486,0.486,0.464,0.472,0.446,0.442,0.432,0.45]"
outcome,5,alibi,sharp_credibility,catch_outside,creator_survival,10,0.5414,0.01818546428087859,0.514,0.568,"[0.548,0.544,0.514,0.514,0.536,0.528,0.554,0.558,0.568,0.55]"
outcome,5,alibi,sharp_credibility,catch_outside,false_ejection_rate,10,0.2676,0.021014280858501915,0.232,0.314,"[0.276,0.26,0.276,0.27,0.232,0.262,0.254,0.258,0.314,0.274]"
outcome,5,alibi,sharp_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,alibi,sharp_credibility,catch_outside,no_ejection_rate,10,0.19,0.018135294011647256,0.156,0.214,"[0.186,0.21,0.156,0.172,0.206,0.194,0.214,0.192,0.176,0.194]"
outcome,5,alibi,soft_credibility,alibi_off,coalition_favorable_rate,10,0.32260000000000005,0.024963083855075993,0.296,0.374,"[0.306,0.296,0.302,0.314,0.31,0.324,0.336,0.31,0.374,0.354]"
outcome,5,alibi,soft_credibility,alibi_off,creator_ejection_rate,10,0.608,0.025991451586157236,0.556,0.644,"[0.626,0.644,0.62,0.626,0.61,0.62,0.598,0.604,0.556,0.576]"
outcome,5,alibi,soft_credibility,alibi_off,creator_survival,10,0.392,0.02599145158615724,0.356,0.444,"[0.374,0.356,0.38,0.374,0.39,0.38,0.402,0.396,0.444,0.424]"
outcome,5,alibi,soft_credibility,alibi_off,false_ejection_rate,10,0.231,0.021483844059096032,0.204,0.278,"[0.24,0.204,0.216,0.23,0.206,0.232,0.234,0.224,0.278,0.246]"
outcome,5,alibi,soft_credibility,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,alibi,soft_credibility,alibi_off,no_ejection_rate,10,0.09159999999999999,0.012139924949429372,0.066,0.108,"[0.066,0.092,0.086,0.084,0.104,0.092,0.102,0.086,0.096,0.108]"
outcome,5,alibi,soft_credibility,baseline,coalition_favorable_rate,10,0.613,0.02044504830026089,0.58,0.648,"[0.63,0.61,0.604,0.596,0.58,0.648,0.596,0.61,0.632,0.624]"
outcome,5,alibi,soft_credibility,baseline,creator_ejection_rate,10,0.2278,0.0195152362128785,0.196,0.258,"[0.196,0.214,0.244,0.258,0.256,0.222,0.218,0.22,0.22,0.23]"
outcome,5,alibi,soft_credibility,baseline,creator_survival,10,0.7722000000000001,0.01951523621287852,0.742,0.804,"[0.804,0.786,0.756,0.742,0.744,0.778,0.782,0.78,0.78,0.77]"
outcome,5,alibi,soft_credibility,baseline,false_ejection_rate,10,0.3802,0.024229458654015917,0.348,0.418,"[0.398,0.364,0.376,0.368,0.348,0.418,0.358,0.366,0.416,0.39]"
outcome,5,alibi,soft_credibility,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,alibi,soft_credibility,baseline,no_ejection_rate,10,0.23279999999999998,0.008599741598185117,0.216,0.246,"[0.232,0.246,0.228,0.228,0.232,0.23,0.238,0.244,0.216,0.234]"
outcome,5,alibi,soft_credibility,catch_outside,coalition_favorable_rate,10,0.5132000000000001,0.015090836071382318,0.484,0.532,"[0.528,0.532,0.498,0.512,0.484,0.518,0.522,0.5,0.524,0.514]"
outcome,5,alibi,soft_credibility,catch_outside,creator_ejection_rate,10,0.403,0.012009255689767864,0.386,0.418,"[0.386,0.394,0.418,0.416,0.418,0.412,0.394,0.392,0.398,0.402]"
outcome,5,alibi,soft_credibility,catch_outside,creator_survival,10,0.597,0.012009255689767892,0.582,0.614,"[0.614,0.606,0.582,0.584,0.582,0.588,0.606,0.608,0.602,0.598]"
outcome,5,alibi,soft_credibility,catch_outside,false_ejection_rate,10,0.28900000000000003,0.018263503375736963,0.26,0.33,"[0.3,0.284,0.294,0.29,0.26,0.29,0.274,0.28,0.33,0.288]"
outcome,5,alibi,soft_credibility,catch_outside,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,alibi,soft_credibility,catch_outside,no_ejection_rate,10,0.2242,0.016691980775876247,0.194,0.248,"[0.228,0.248,0.204,0.222,0.224,0.228,0.248,0.22,0.194,0.226]"
outcome,5,framer,mean,alibi_off,coalition_favorable_rate,10,0.7692,0.017643380880344034,0.738,0.792,"[0.792,0.774,0.768,0.738,0.776,0.744,0.76,0.77,0.788,0.782]"
outcome,5,framer,mean,alibi_off,creator_ejection_rate,10,0.193,0.019601587237318877,0.158,0.22,"[0.174,0.2,0.2,0.22,0.158,0.214,0.208,0.176,0.184,0.196]"
outcome,5,framer,mean,alibi_off,creator_survival,10,0.807,0.019601587237318842,0.78,0.842,"[0.826,0.8,0.8,0.78,0.842,0.786,0.792,0.824,0.816,0.804]"
outcome,5,framer,mean,alibi_off,false_ejection_rate,10,0.5244,0.023641770943254935,0.494,0.566,"[0.542,0.51,0.536,0.508,0.542,0.496,0.566,0.494,0.512,0.538]"
outcome,5,framer,mean,alibi_off,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,framer,mean,alibi_off,no_ejection_rate,10,0.24479999999999996,0.024570985599550815,0.194,0.276,"[0.25,0.264,0.232,0.23,0.234,0.248,0.194,0.276,0.276,0.244]"
outcome,5,framer,mean,baseline,coalition_favorable_rate,10,0.5306,0.024586355746407176,0.48,0.564,"[0.562,0.516,0.522,0.526,0.542,0.48,0.564,0.544,0.518,0.532]"
outcome,5,framer,mean,baseline,creator_ejection_rate,10,0.38180000000000003,0.02171430659982287,0.354,0.422,"[0.366,0.408,0.396,0.386,0.354,0.422,0.368,0.36,0.382,0.376]"
outcome,5,framer,mean,baseline,creator_survival,10,0.6182,0.021714306599822892,0.578,0.646,"[0.634,0.592,0.604,0.614,0.646,0.578,0.632,0.64,0.618,0.624]"
outcome,5,framer,mean,baseline,false_ejection_rate,10,0.406,0.02483724801359621,0.368,0.464,"[0.412,0.388,0.404,0.394,0.416,0.368,0.464,0.406,0.396,0.412]"
outcome,5,framer,mean,baseline,incident_rate,10,1.0,0.0,1.0,1.0,"[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0]"
outcome,5,framer,mean,baseline,no_ejection_rate,10,0.1246,0.013858010118499858,0.1,0.15,"[0.15,0.128,0.118,0.132,0.126,0.112,0.1,0.138,0.122,0.12]"
outcome,5,framer,mean,catch_outside,coalition_favorable_rate,10,0.5306,0.024586355746407176,0.48,0.564,"[0.562,0.516,0.522,0.526,0.542,0.48,0.564,0.544,0.518,0.532]"
outcome,5,framer,mean,catch_outside,creator_ejection_rate,10,0.38180000000000003,0.02171430659982287,0.354,0.422,"[0.366,0.408,0.396,0.386,0.354,0.422,0.368,0.36,0.382,0.376]"
outcome,5,framer,mean,catch_outside,creator_survival,10,0.6182,0.021714306599822892,0.578,0.646,"[0.634,0.592,0.604,0.614,0.646,0.578,0.632,0.64,0.618,0.624]"
outcome,5,framer,mean,catch_outside,false_ejection_rate,10,0.406,0.02483724801359621,0.368,0.464,"[0.412,0.388,0.404,0.394,0.416,0.368,0.464,0.406,0.396,0.412]"
