crew,condition,rule,variant,metric,replicate,value,kind
3,alibi,soft_credibility,baseline,weight_on_uninformative,3,0.0,voter
3,alibi,soft_credibility,baseline,coalition_caught,3,0.56,voter
3,alibi,soft_credibility,baseline,argmax_differs,3,0.183,voter
3,alibi,soft_credibility,baseline,mean_top_is_coalition,3,0.687,voter
3,alibi,soft_credibility,baseline,soft_top_is_coalition,3,0.62,voter
3,alibi,soft_credibility,baseline,mean_skips,3,0.0,voter
3,alibi,soft_credibility,baseline,soft_skips,3,0.029,voter
3,alibi,soft_credibility,alibi_off,false_ejection_rate,3,0.36,outcome
3,alibi,soft_credibility,alibi_off,coalition_favorable_rate,3,1.0,outcome
3,alibi,soft_credibility,alibi_off,creator_ejection_rate,3,0.0,outcome
3,alibi,soft_credibility,alibi_off,creator_survival,3,1.0,outcome
3,alibi,soft_credibility,alibi_off,no_ejection_rate,3,0.64,outcome
3,alibi,soft_credibility,alibi_off,incident_rate,3,1.0,outcome
3,alibi,soft_credibility,catch_outside,false_ejection_rate,3,0.488,outcome
3,alibi,soft_credibility,catch_outside,coalition_favorable_rate,3,1.0,outcome
3,alibi,soft_credibility,catch_outside,creator_ejection_rate,3,0.0,outcome
3,alibi,soft_credibility,catch_outside,creator_survival,3,1.0,outcome
3,alibi,soft_credibility,catch_outside,no_ejection_rate,3,0.512,outcome
3,alibi,soft_credibility,catch_outside,incident_rate,3,1.0,outcome
3,alibi,sharp_credibility,baseline,false_ejection_rate,3,0.5,outcome
3,alibi,sharp_credibility,baseline,coalition_favorable_rate,3,1.0,outcome
3,alibi,sharp_credibility,baseline,creator_ejection_rate,3,0.0,outcome
3,alibi,sharp_credibility,baseline,creator_survival,3,1.0,outcome
3,alibi,sharp_credibility,baseline,no_ejection_rate,3,0.5,outcome
3,alibi,sharp_credibility,baseline,incident_rate,3,1.0,outcome
3,alibi,sharp_credibility,alibi_off,false_ejection_rate,3,0.428,outcome
3,alibi,sharp_credibility,alibi_off,coalition_favorable_rate,3,1.0,outcome
3,alibi,sharp_credibility,alibi_off,creator_ejection_rate,3,0.0,outcome
3,alibi,sharp_credibility,alibi_off,creator_survival,3,1.0,outcome
3,alibi,sharp_credibility,alibi_off,no_ejection_rate,3,0.572,outcome
3,alibi,sharp_credibility,alibi_off,incident_rate,3,1.0,outcome
3,alibi,sharp_credibility,catch_outside,false_ejection_rate,3,0.436,outcome
3,alibi,sharp_credibility,catch_outside,coalition_favorable_rate,3,1.0,outcome
3,alibi,sharp_credibility,catch_outside,creator_ejection_rate,3,0.0,outcome
3,alibi,sharp_credibility,catch_outside,creator_survival,3,1.0,outcome
3,alibi,sharp_credibility,catch_outside,no_ejection_rate,3,0.564,outcome
3,alibi,sharp_credibility,catch_outside,incident_rate,3,1.0,outcome
3,framer,mean,baseline,false_ejection_rate,3,0.542,outcome
3,framer,mean,baseline,coalition_favorable_rate,3,1.0,outcome
3,framer,mean,baseline,creator_ejection_rate,3,0.0,outcome
3,framer,mean,baseline,creator_survival,3,1.0,outcome
3,framer,mean,baseline,no_ejection_rate,3,0.458,outcome
3,framer,mean,baseline,incident_rate,3,1.0,outcome
3,framer,mean,alibi_off,false_ejection_rate,3,0.546,outcome
3,framer,mean,alibi_off,coalition_favorable_rate,3,1.0,outcome
3,framer,mean,alibi_off,creator_ejection_rate,3,0.0,outcome
3,framer,mean,alibi_off,creator_survival,3,1.0,outcome
3,framer,mean,alibi_off,no_ejection_rate,3,0.454,outcome
3,framer,mean,alibi_off,incident_rate,3,1.0,outcome
3,framer,mean,catch_outside,false_ejection_rate,3,0.542,outcome
3,framer,mean,catch_outside,coalition_favorable_rate,3,1.0,outcome
3,framer,mean,catch_outside,creator_ejection_rate,3,0.0,outcome
3,framer,mean,catch_outside,creator_survival,3,1.0,outcome
3,framer,mean,catch_outside,no_ejection_rate,3,0.458,outcome
3,framer,mean,catch_outside,incident_rate,3,1.0,outcome
3,framer,soft_credibility,baseline,false_ejection_rate,3,0.542,outcome
3,framer,soft_credibility,baseline,coalition_favorable_rate,3,1.0,outcome
3,framer,soft_credibility,baseline,creator_ejection_rate,3,0.0,outcome
3,framer,soft_credibility,baseline,creator_survival,3,1.0,outcome
3,framer,soft_credibility,baseline,no_ejection_rate,3,0.458,outcome
3,framer,soft_credibility,baseline,incident_rate,3,1.0,outcome
3,framer,soft_credibility,baseline,n_speakers,3,4.0,voter
3,framer,soft_credibility,baseline,coalition_share,3,0.5,voter
3,framer,soft_credibility,baseline,coalition_weight_soft,3,0.14753046515312143,voter
3,framer,soft_credibility,baseline,weight_minus_share,3,-0.35246953484687854,voter
3,framer,soft_credibility,baseline,cred_coalition,3,-1.5685,voter
3,framer,soft_credibility,baseline,cred_honest,3,2.551,voter
3,framer,soft_credibility,baseline,uninformative_share,3,0.0,voter
3,framer,soft_credibility,baseline,weight_on_uninformative,3,0.0,voter
3,framer,soft_credibility,baseline,coalition_caught,3,0.783,voter
3,framer,soft_credibility,baseline,argmax_differs,3,0.002,voter
3,framer,soft_credibility,baseline,mean_top_is_coalition,3,0.727,voter
3,framer,soft_credibility,baseline,soft_top_is_coalition,3,0.729,voter
3,framer,soft_credibility,baseline,mean_skips,3,0.0,voter
3,framer,soft_credibility,baseline,soft_skips,3,0.0,voter
3,framer,soft_credibility,alibi_off,false_ejection_rate,3,0.544,outcome
3,framer,soft_credibility,alibi_off,coalition_favorable_rate,3,1.0,outcome
3,framer,soft_credibility,alibi_off,creator_ejection_rate,3,0.0,outcome
3,framer,soft_credibility,alibi_off,creator_survival,3,1.0,outcome
3,framer,soft_credibility,alibi_off,no_ejection_rate,3,0.456,outcome
3,framer,soft_credibility,alibi_off,incident_rate,3,1.0,outcome
3,framer,soft_credibility,catch_outside,false_ejection_rate,3,0.542,outcome
3,framer,soft_credibility,catch_outside,coalition_favorable_rate,3,1.0,outcome
3,framer,soft_credibility,catch_outside,creator_ejection_rate,3,0.0,outcome
3,framer,soft_credibility,catch_outside,creator_survival,3,1.0,outcome
3,framer,soft_credibility,catch_outside,no_ejection_rate,3,0.458,outcome
3,framer,soft_credibility,catch_outside,incident_rate,3,1.0,outcome
3,framer,sharp_credibility,baseline,false_ejection_rate,3,0.524,outcome
3,framer,sharp_credibility,baseline,coalition_favorable_rate,3,1.0,outcome
3,framer,sharp_credibility,baseline,creator_ejection_rate,3,0.0,outcome
3,framer,sharp_credibility,baseline,creator_survival,3,1.0,outcome
3,framer,sharp_credibility,baseline,no_ejection_rate,3,0.476,outcome
3,framer,sharp_credibility,baseline,incident_rate,3,1.0,outcome
3,framer,sharp_credibility,alibi_off,false_ejection_rate,3,0.53,outcome
3,framer,sharp_credibility,alibi_off,coalition_favorable_rate,3,1.0,outcome
3,framer,sharp_credibility,alibi_off,creator_ejection_rate,3,0.0,outcome
3,framer,sharp_credibility,alibi_off,creator_survival,3,1.0,outcome
3,framer,sharp_credibility,alibi_off,no_ejection_rate,3,0.47,outcome
3,framer,sharp_credibility,alibi_off,incident_rate,3,1.0,outcome
3,framer,sharp_credibility,catch_outside,false_ejection_rate,3,0.524,outcome
3,framer,sharp_credibility,catch_outside,coalition_favorable_rate,3,1.0,outcome
3,framer,sharp_credibility,catch_outside,creator_ejection_rate,3,0.0,outcome
3,framer,sharp_credibility,catch_outside,creator_survival,3,1.0,outcome
3,framer,sharp_credibility,catch_outside,no_ejection_rate,3,0.476,outcome
3,framer,sharp_credibility,catch_outside,incident_rate,3,1.0,outcome
3,truthful,mean,baseline,false_ejection_rate,4,0.0,outcome
3,truthful,mean,baseline,coalition_favorable_rate,4,0.956,outcome
3,truthful,mean,baseline,creator_ejection_rate,4,0.044,outcome
3,truthful,mean,baseline,creator_survival,4,0.956,outcome
3,truthful,mean,baseline,no_ejection_rate,4,0.956,outcome
3,truthful,mean,baseline,incident_rate,4,1.0,outcome
3,truthful,mean,alibi_off,false_ejection_rate,4,0.0,outcome
3,truthful,mean,alibi_off,coalition_favorable_rate,4,0.916,outcome
3,truthful,mean,alibi_off,creator_ejection_rate,4,0.084,outcome
3,truthful,mean,alibi_off,creator_survival,4,0.916,outcome
3,truthful,mean,alibi_off,no_ejection_rate,4,0.916,outcome
3,truthful,mean,alibi_off,incident_rate,4,1.0,outcome
3,truthful,mean,catch_outside,false_ejection_rate,4,0.0,outcome
3,truthful,mean,catch_outside,coalition_favorable_rate,4,0.956,outcome
3,truthful,mean,catch_outside,creator_ejection_rate,4,0.044,outcome
3,truthful,mean,catch_outside,creator_survival,4,0.956,outcome
3,truthful,mean,catch_outside,no_ejection_rate,4,0.956,outcome
3,truthful,mean,catch_outside,incident_rate,4,1.0,outcome
3,truthful,soft_credibility,baseline,false_ejection_rate,4,0.0,outcome
3,truthful,soft_credibility,baseline,coalition_favorable_rate,4,0.956,outcome
3,truthful,soft_credibility,baseline,creator_ejection_rate,4,0.044,outcome
3,truthful,soft_credibility,baseline,creator_survival,4,0.956,outcome
3,truthful,soft_credibility,baseline,no_ejection_rate,4,0.956,outcome
3,truthful,soft_credibility,baseline,incident_rate,4,1.0,outcome
3,truthful,soft_credibility,baseline,n_speakers,4,4.0,voter
3,truthful,soft_credibility,baseline,coalition_share,4,0.5,voter
3,truthful,soft_credibility,baseline,coalition_weight_soft,4,0.5,voter
3,truthful,soft_credibility,baseline,weight_minus_share,4,0.0,voter
3,truthful,soft_credibility,baseline,cred_coalition,4,3.0,voter
3,truthful,soft_credibility,baseline,cred_honest,4,3.0,voter
3,truthful,soft_credibility,baseline,uninformative_share,4,0.0,voter
3,truthful,soft_credibility,baseline,weight_on_uninformative,4,0.0,voter
3,truthful,soft_credibility,baseline,coalition_caught,4,0.0,voter
3,truthful,soft_credibility,baseline,argmax_differs,4,0.0,voter
3,truthful,soft_credibility,baseline,mean_top_is_coalition,4,1.0,voter
3,truthful,soft_credibility,baseline,soft_top_is_coalition,4,1.0,voter
3,truthful,soft_credibility,baseline,mean_skips,4,0.0,voter
3,truthful,soft_credibility,baseline,soft_skips,4,0.0,voter
3,truthful,soft_credibility,alibi_off,false_ejection_rate,4,0.0,outcome
3,truthful,soft_credibility,alibi_off,coalition_favorable_rate,4,0.916,outcome
3,truthful,soft_credibility,alibi_off,creator_ejection_rate,4,0.084,outcome
3,truthful,soft_credibility,alibi_off,creator_survival,4,0.916,outcome
3,truthful,soft_credibility,alibi_off,no_ejection_rate,4,0.916,outcome
3,truthful,soft_credibility,alibi_off,incident_rate,4,1.0,outcome
3,truthful,soft_credibility,catch_outside,false_ejection_rate,4,0.0,outcome
3,truthful,soft_credibility,catch_outside,coalition_favorable_rate,4,0.956,outcome
3,truthful,soft_credibility,catch_outside,creator_ejection_rate,4,0.044,outcome
3,truthful,soft_credibility,catch_outside,creator_survival,4,0.956,outcome
3,truthful,soft_credibility,catch_outside,no_ejection_rate,4,0.956,outcome
3,truthful,soft_credibility,catch_outside,incident_rate,4,1.0,outcome
3,truthful,sharp_credibility,baseline,false_ejection_rate,4,0.0,outcome
3,truthful,sharp_credibility,baseline,coalition_favorable_rate,4,0.956,outcome
3,truthful,sharp_credibility,baseline,creator_ejection_rate,4,0.044,outcome
3,truthful,sharp_credibility,baseline,creator_survival,4,0.956,outcome
3,truthful,sharp_credibility,baseline,no_ejection_rate,4,0.956,outcome
3,truthful,sharp_credibility,baseline,incident_rate,4,1.0,outcome
3,truthful,sharp_credibility,alibi_off,false_ejection_rate,4,0.0,outcome
3,truthful,sharp_credibility,alibi_off,coalition_favorable_rate,4,0.916,outcome
3,truthful,sharp_credibility,alibi_off,creator_ejection_rate,4,0.084,outcome
3,truthful,sharp_credibility,alibi_off,creator_survival,4,0.916,outcome
3,truthful,sharp_credibility,alibi_off,no_ejection_rate,4,0.916,outcome
3,truthful,sharp_credibility,alibi_off,incident_rate,4,1.0,outcome
3,truthful,sharp_credibility,catch_outside,false_ejection_rate,4,0.0,outcome
3,truthful,sharp_credibility,catch_outside,coalition_favorable_rate,4,0.956,outcome
3,truthful,sharp_credibility,catch_outside,creator_ejection_rate,4,0.044,outcome
3,truthful,sharp_credibility,catch_outside,creator_survival,4,0.956,outcome
3,truthful,sharp_credibility,catch_outside,no_ejection_rate,4,0.956,outcome
3,truthful,sharp_credibility,catch_outside,incident_rate,4,1.0,outcome
3,lone_liar,mean,baseline,false_ejection_rate,4,0.344,outcome
3,lone_liar,mean,baseline,coalition_favorable_rate,4,0.79,outcome
3,lone_liar,mean,baseline,creator_ejection_rate,4,0.2,outcome
3,lone_liar,mean,baseline,creator_survival,4,0.8,outcome
3,lone_liar,mean,baseline,no_ejection_rate,4,0.446,outcome
3,lone_liar,mean,baseline,incident_rate,4,1.0,outcome
3,lone_liar,mean,alibi_off,false_ejection_rate,4,0.386,outcome
3,lone_liar,mean,alibi_off,coalition_favorable_rate,4,0.962,outcome
3,lone_liar,mean,alibi_off,creator_ejection_rate,4,0.038,outcome
3,lone_liar,mean,alibi_off,creator_survival,4,0.962,outcome
3,lone_liar,mean,alibi_off,no_ejection_rate,4,0.576,outcome
3,lone_liar,mean,alibi_off,incident_rate,4,1.0,outcome
3,lone_liar,mean,catch_outside,false_ejection_rate,4,0.344,outcome
3,lone_liar,mean,catch_outside,coalition_favorable_rate,4,0.79,outcome
3,lone_liar,mean,catch_outside,creator_ejection_rate,4,0.2,outcome
3,lone_liar,mean,catch_outside,creator_survival,4,0.8,outcome
3,lone_liar,mean,catch_outside,no_ejection_rate,4,0.446,outcome
3,lone_liar,mean,catch_outside,incident_rate,4,1.0,outcome
3,lone_liar,soft_credibility,baseline,false_ejection_rate,4,0.184,outcome
3,lone_liar,soft_credibility,baseline,coalition_favorable_rate,4,0.79,outcome
3,lone_liar,soft_credibility,baseline,creator_ejection_rate,4,0.19,outcome
3,lone_liar,soft_credibility,baseline,creator_survival,4,0.81,outcome
3,lone_liar,soft_credibility,baseline,no_ejection_rate,4,0.606,outcome
3,lone_liar,soft_credibility,baseline,incident_rate,4,1.0,outcome
3,lone_liar,soft_credibility,baseline,n_speakers,4,4.0,voter
3,lone_liar,soft_credibility,baseline,coalition_share,4,0.5,voter
3,lone_liar,soft_credibility,baseline,coalition_weight_soft,4,0.42424369058876193,voter
3,lone_liar,soft_credibility,baseline,weight_minus_share,4,-0.075756309411238,voter
3,lone_liar,soft_credibility,baseline,cred_coalition,4,1.6265,voter
3,lone_liar,soft_credibility,baseline,cred_honest,4,2.984,voter
3,lone_liar,soft_credibility,baseline,uninformative_share,4,0.0,voter
3,lone_liar,soft_credibility,baseline,weight_on_uninformative,4,0.0,voter
3,lone_liar,soft_credibility,baseline,coalition_caught,4,0.448,voter
3,lone_liar,soft_credibility,baseline,argmax_differs,4,0.138,voter
3,lone_liar,soft_credibility,baseline,mean_top_is_coalition,4,0.894,voter
3,lone_liar,soft_credibility,baseline,soft_top_is_coalition,4,0.894,voter
3,lone_liar,soft_credibility,baseline,mean_skips,4,0.0,voter
3,lone_liar,soft_credibility,baseline,soft_skips,4,0.0,voter
3,lone_liar,soft_credibility,alibi_off,false_ejection_rate,4,0.226,outcome
3,lone_liar,soft_credibility,alibi_off,coalition_favorable_rate,4,0.962,outcome
3,lone_liar,soft_credibility,alibi_off,creator_ejection_rate,4,0.038,outcome
3,lone_liar,soft_credibility,alibi_off,creator_survival,4,0.962,outcome
3,lone_liar,soft_credibility,alibi_off,no_ejection_rate,4,0.736,outcome
3,lone_liar,soft_credibility,alibi_off,incident_rate,4,1.0,outcome
3,lone_liar,soft_credibility,catch_outside,false_ejection_rate,4,0.344,outcome
3,lone_liar,soft_credibility,catch_outside,coalition_favorable_rate,4,0.79,outcome
3,lone_liar,soft_credibility,catch_outside,creator_ejection_rate,4,0.2,outcome
3,lone_liar,soft_credibility,catch_outside,creator_survival,4,0.8,outcome
3,lone_liar,soft_credibility,catch_outside,no_ejection_rate,4,0.446,outcome
3,lone_liar,soft_credibility,catch_outside,incident_rate,4,1.0,outcome
3,lone_liar,sharp_credibility,baseline,false_ejection_rate,4,0.208,outcome
3,lone_liar,sharp_credibility,baseline,coalition_favorable_rate,4,0.806,outcome
3,lone_liar,sharp_credibility,baseline,creator_ejection_rate,4,0.172,outcome
3,lone_liar,sharp_credibility,baseline,creator_survival,4,0.828,outcome
3,lone_liar,sharp_credibility,baseline,no_ejection_rate,4,0.598,outcome
3,lone_liar,sharp_credibility,baseline,incident_rate,4,1.0,outcome
3,lone_liar,sharp_credibility,alibi_off,false_ejection_rate,4,0.238,outcome
3,lone_liar,sharp_credibility,alibi_off,coalition_favorable_rate,4,0.974,outcome
3,lone_liar,sharp_credibility,alibi_off,creator_ejection_rate,4,0.026,outcome
3,lone_liar,sharp_credibility,alibi_off,creator_survival,4,0.974,outcome
3,lone_liar,sharp_credibility,alibi_off,no_ejection_rate,4,0.736,outcome
3,lone_liar,sharp_credibility,alibi_off,incident_rate,4,1.0,outcome
3,lone_liar,sharp_credibility,catch_outside,false_ejection_rate,4,0.34,outcome
3,lone_liar,sharp_credibility,catch_outside,coalition_favorable_rate,4,0.79,outcome
3,lone_liar,sharp_credibility,catch_outside,creator_ejection_rate,4,0.2,outcome
3,lone_liar,sharp_credibility,catch_outside,creator_survival,4,0.8,outcome
3,lone_liar,sharp_credibility,catch_outside,no_ejection_rate,4,0.45,outcome
3,lone_liar,sharp_credibility,catch_outside,incident_rate,4,1.0,outcome
3,alibi,mean,baseline,false_ejection_rate,4,0.52,outcome
3,alibi,mean,baseline,coalition_favorable_rate,4,1.0,outcome
3,alibi,mean,baseline,creator_ejection_rate,4,0.0,outcome
3,alibi,mean,baseline,creator_survival,4,1.0,outcome
3,alibi,mean,baseline,no_ejection_rate,4,0.48,outcome
3,alibi,mean,baseline,incident_rate,4,1.0,outcome
3,alibi,mean,alibi_off,false_ejection_rate,4,0.41,outcome
3,alibi,mean,alibi_off,coalition_favorable_rate,4,1.0,outcome
3,alibi,mean,alibi_off,creator_ejection_rate,4,0.0,outcome
3,alibi,mean,alibi_off,creator_survival,4,1.0,outcome
3,alibi,mean,alibi_off,no_ejection_rate,4,0.59,outcome
3,alibi,mean,alibi_off,incident_rate,4,1.0,outcome
3,alibi,mean,catch_outside,false_ejection_rate,4,0.52,outcome
3,alibi,mean,catch_outside,coalition_favorable_rate,4,1.0,outcome
3,alibi,mean,catch_outside,creator_ejection_rate,4,0.0,outcome
3,alibi,mean,catch_outside,creator_survival,4,1.0,outcome
3,alibi,mean,catch_outside,no_ejection_rate,4,0.48,outcome
3,alibi,mean,catch_outside,incident_rate,4,1.0,outcome
3,alibi,soft_credibility,baseline,false_ejection_rate,4,0.532,outcome
3,alibi,soft_credibility,baseline,coalition_favorable_rate,4,1.0,outcome
3,alibi,soft_credibility,baseline,creator_ejection_rate,4,0.0,outcome
3,alibi,soft_credibility,baseline,creator_survival,4,1.0,outcome
3,alibi,soft_credibility,baseline,no_ejection_rate,4,0.468,outcome
3,alibi,soft_credibility,baseline,incident_rate,4,1.0,outcome
3,alibi,soft_credibility,baseline,n_speakers,4,4.0,voter
3,alibi,soft_credibility,baseline,coalition_share,4,0.5,voter
3,alibi,soft_credibility,baseline,coalition_weight_soft,4,0.2653835059046257,voter
3,alibi,soft_credibility,baseline,weight_minus_share,4,-0.23461649409537427,voter
3,alibi,soft_credibility,baseline,cred_coalition,4,0.175,voter
3,alibi,soft_credibility,baseline,cred_honest,4,2.967,voter
3,alibi,soft_credibility,baseline,uninformative_share,4,0.0,voter
3,alibi,soft_credibility,baseline,weight_on_uninformative,4,0.0,voter
3,alibi,soft_credibility,baseline,coalition_caught,4,0.552,voter
3,alibi,soft_credibility,baseline,argmax_differs,4,0.158,voter
3,alibi,soft_credibility,baseline,mean_top_is_coalition,4,0.672,voter
3,alibi,soft_credibility,baseline,soft_top_is_coalition,4,0.614,voter
3,alibi,soft_credibility,baseline,mean_skips,4,0.0,voter
3,alibi,soft_credibility,baseline,soft_skips,4,0.022,voter
3,alibi,soft_credibility,alibi_off,false_ejection_rate,4,0.37,outcome
3,alibi,soft_credibility,alibi_off,coalition_favorable_rate,4,1.0,outcome
3,alibi,soft_credibility,alibi_off,creator_ejection_rate,4,0.0,outcome
3,alibi,soft_credibility,alibi_off,creator_survival,4,1.0,outcome
3,alibi,soft_credibility,alibi_off,no_ejection_rate,4,0.63,outcome
3,alibi,soft_credibility,alibi_off,incident_rate,4,1.0,outcome
3,alibi,soft_credibility,catch_outside,false_ejection_rate,4,0.506,outcome
3,alibi,soft_credibility,catch_outside,coalition_favorable_rate,4,1.0,outcome
3,alibi,soft_credibility,catch_outside,creator_ejection_rate,4,0.0,outcome
3,alibi,soft_credibility,catch_outside,creator_survival,4,1.0,outcome
3,alibi,soft_credibility,catch_outside,no_ejection_rate,4,0.494,outcome
3,alibi,soft_credibility,catch_outside,incident_rate,4,1.0,outcome
3,alibi,sharp_credibility,baseline,false_ejection_rate,4,0.52,outcome
3,alibi,sharp_credibility,baseline,coalition_favorable_rate,4,1.0,outcome
3,alibi,sharp_credibility,baseline,creator_ejection_rate,4,0.0,outcome
3,alibi,sharp_credibility,baseline,creator_survival,4,1.0,outcome
3,alibi,sharp_credibility,baseline,no_ejection_rate,4,0.48,outcome
3,alibi,sharp_credibility,baseline,incident_rate,4,1.0,outcome
3,alibi,sharp_credibility,alibi_off,false_ejection_rate,4,0.446,outcome
3,alibi,sharp_credibility,alibi_off,coalition_favorable_rate,4,1.0,outcome
3,alibi,sharp_credibility,alibi_off,creator_ejection_rate,4,0.0,outcome
3,alibi,sharp_credibility,alibi_off,creator_survival,4,1.0,outcome
3,alibi,sharp_credibility,alibi_off,no_ejection_rate,4,0.554,outcome
3,alibi,sharp_credibility,alibi_off,incident_rate,4,1.0,outcome
3,alibi,sharp_credibility,catch_outside,false_ejection_rate,4,0.446,outcome
3,alibi,sharp_credibility,catch_outside,coalition_favorable_rate,4,1.0,outcome
3,alibi,sharp_credibility,catch_outside,creator_ejection_rate,4,0.0,outcome
3,alibi,sharp_credibility,catch_outside,creator_survival,4,1.0,outcome
3,alibi,sharp_credibility,catch_outside,no_ejection_rate,4,0.554,outcome
3,alibi,sharp_credibility,catch_outside,incident_rate,4,1.0,outcome
3,framer,mean,baseline,false_ejection_rate,4,0.504,outcome
3,framer,mean,baseline,coalition_favorable_rate,4,1.0,outcome
3,framer,mean,baseline,creator_ejection_rate,4,0.0,outcome
3,framer,mean,baseline,creator_survival,4,1.0,outcome
3,framer,mean,baseline,no_ejection_rate,4,0.496,outcome
3,framer,mean,baseline,incident_rate,4,1.0,outcome
3,framer,mean,alibi_off,false_ejection_rate,4,0.504,outcome
3,framer,mean,alibi_off,coalition_favorable_rate,4,1.0,outcome
3,framer,mean,alibi_off,creator_ejection_rate,4,0.0,outcome
3,framer,mean,alibi_off,creator_survival,4,1.0,outcome
3,framer,mean,alibi_off,no_ejection_rate,4,0.496,outcome
3,framer,mean,alibi_off,incident_rate,4,1.0,outcome
3,framer,mean,catch_outside,false_ejection_rate,4,0.504,outcome
3,framer,mean,catch_outside,coalition_favorable_rate,4,1.0,outcome
3,framer,mean,catch_outside,creator_ejection_rate,4,0.0,outcome
3,framer,mean,catch_outside,creator_survival,4,1.0,outcome
3,framer,mean,catch_outside,no_ejection_rate,4,0.496,outcome
3,framer,mean,catch_outside,incident_rate,4,1.0,outcome
3,framer,soft_credibility,baseline,false_ejection_rate,4,0.496,outcome
3,framer,soft_credibility,baseline,coalition_favorable_rate,4,1.0,outcome
3,framer,soft_credibility,baseline,creator_ejection_rate,4,0.0,outcome
3,framer,soft_credibility,baseline,creator_survival,4,1.0,outcome
3,framer,soft_credibility,baseline,no_ejection_rate,4,0.504,outcome
3,framer,soft_credibility,baseline,incident_rate,4,1.0,outcome
3,framer,soft_credibility,baseline,n_speakers,4,4.0,voter
3,framer,soft_credibility,baseline,coalition_share,4,0.5,voter
3,framer,soft_credibility,baseline,coalition_weight_soft,4,0.14034358316514217,voter
3,framer,soft_credibility,baseline,weight_minus_share,4,-0.3596564168348577,voter
3,framer,soft_credibility,baseline,cred_coalition,4,-1.6405,voter
3,framer,soft_credibility,baseline,cred_honest,4,2.553,voter
3,framer,soft_credibility,baseline,uninformative_share,4,0.0,voter
3,framer,soft_credibility,baseline,weight_on_uninformative,4,0.0,voter
3,framer,soft_credibility,baseline,coalition_caught,4,0.789,voter
3,framer,soft_credibility,baseline,argmax_differs,4,0.005,voter
3,framer,soft_credibility,baseline,mean_top_is_coalition,4,0.748,voter
3,framer,soft_credibility,baseline,soft_top_is_coalition,4,0.752,voter
3,framer,soft_credibility,baseline,mean_skips,4,0.0,voter
3,framer,soft_credibility,baseline,soft_skips,4,0.0,voter
3,framer,soft_credibility,alibi_off,false_ejection_rate,4,0.498,outcome
3,framer,soft_credibility,alibi_off,coalition_favorable_rate,4,1.0,outcome
3,framer,soft_credibility,alibi_off,creator_ejection_rate,4,0.0,outcome
3,framer,soft_credibility,alibi_off,creator_survival,4,1.0,outcome
3,framer,soft_credibility,alibi_off,no_ejection_rate,4,0.502,outcome
3,framer,soft_credibility,alibi_off,incident_rate,4,1.0,outcome
3,framer,soft_credibility,catch_outside,false_ejection_rate,4,0.496,outcome
3,framer,soft_credibility,catch_outside,coalition_favorable_rate,4,1.0,outcome
3,framer,soft_credibility,catch_outside,creator_ejection_rate,4,0.0,outcome
3,framer,soft_credibility,catch_outside,creator_survival,4,1.0,outcome
3,framer,soft_credibility,catch_outside,no_ejection_rate,4,0.504,outcome
3,framer,soft_credibility,catch_outside,incident_rate,4,1.0,outcome
3,framer,sharp_credibility,baseline,false_ejection_rate,4,0.476,outcome
3,framer,sharp_credibility,baseline,coalition_favorable_rate,4,1.0,outcome
3,framer,sharp_credibility,baseline,creator_ejection_rate,4,0.0,outcome
3,framer,sharp_credibility,baseline,creator_survival,4,1.0,outcome
3,framer,sharp_credibility,baseline,no_ejection_rate,4,0.524,outcome
3,framer,sharp_credibility,baseline,incident_rate,4,1.0,outcome
3,framer,sharp_credibility,alibi_off,false_ejection_rate,4,0.478,outcome
3,framer,sharp_credibility,alibi_off,coalition_favorable_rate,4,1.0,outcome
3,framer,sharp_credibility,alibi_off,creator_ejection_rate,4,0.0,outcome
3,framer,sharp_credibility,alibi_off,creator_survival,4,1.0,outcome
3,framer,sharp_credibility,alibi_off,no_ejection_rate,4,0.522,outcome
3,framer,sharp_credibility,alibi_off,incident_rate,4,1.0,outcome
3,framer,sharp_credibility,catch_outside,false_ejection_rate,4,0.474,outcome
3,framer,sharp_credibility,catch_outside,coalition_favorable_rate,4,1.0,outcome
3,framer,sharp_credibility,catch_outside,creator_ejection_rate,4,0.0,outcome
3,framer,sharp_credibility,catch_outside,creator_survival,4,1.0,outcome
3,framer,sharp_credibility,catch_outside,no_ejection_rate,4,0.526,outcome
3,framer,sharp_credibility,catch_outside,incident_rate,4,1.0,outcome
3,truthful,mean,baseline,false_ejection_rate,5,0.0,outcome
3,truthful,mean,baseline,coalition_favorable_rate,5,0.958,outcome
3,truthful,mean,baseline,creator_ejection_rate,5,0.042,outcome
3,truthful,mean,baseline,creator_survival,5,0.958,outcome
3,truthful,mean,baseline,no_ejection_rate,5,0.958,outcome
3,truthful,mean,baseline,incident_rate,5,1.0,outcome
3,truthful,mean,alibi_off,false_ejection_rate,5,0.0,outcome
3,truthful,mean,alibi_off,coalition_favorable_rate,5,0.892,outcome
3,truthful,mean,alibi_off,creator_ejection_rate,5,0.108,outcome
3,truthful,mean,alibi_off,creator_survival,5,0.892,outcome
3,truthful,mean,alibi_off,no_ejection_rate,5,0.892,outcome
3,truthful,mean,alibi_off,incident_rate,5,1.0,outcome
3,truthful,mean,catch_outside,false_ejection_rate,5,0.0,outcome
3,truthful,mean,catch_outside,coalition_favorable_rate,5,0.958,outcome
3,truthful,mean,catch_outside,creator_ejection_rate,5,0.042,outcome
