crew,condition,rule,metric,contrast,n_replicates,mean,sd,minimum,maximum,replicate_values,variant
3,truthful,,creator_survival,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,sharp_credibility,false_ejection_rate,alibi_off minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,false_ejection_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,sharp_credibility,incident_rate,alibi_off minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,incident_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,sharp_credibility,no_ejection_rate,alibi_off minus baseline,10,-0.04339999999999994,0.010068653225619485,-0.06599999999999995,-0.03200000000000003,"[-0.04999999999999993,-0.03200000000000003,-0.03399999999999992,-0.03399999999999992,-0.039999999999999925,-0.06599999999999995,-0.04799999999999993,-0.04399999999999993,-0.04599999999999993,-0.039999999999999925]",
3,truthful,,no_ejection_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,,coalition_favorable_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,creator_ejection_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,creator_survival,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,false_ejection_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,incident_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,no_ejection_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,sharp_credibility,coalition_favorable_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,coalition_favorable_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,sharp_credibility,creator_ejection_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,creator_ejection_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,sharp_credibility,creator_survival,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,creator_survival,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,sharp_credibility,false_ejection_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,false_ejection_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,sharp_credibility,incident_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,incident_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,sharp_credibility,no_ejection_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,no_ejection_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,soft_credibility,coalition_favorable_rate,alibi_off minus baseline,10,-0.04339999999999994,0.010068653225619485,-0.06599999999999995,-0.03200000000000003,"[-0.04999999999999993,-0.03200000000000003,-0.03399999999999992,-0.03399999999999992,-0.039999999999999925,-0.06599999999999995,-0.04799999999999993,-0.04399999999999993,-0.04599999999999993,-0.039999999999999925]",
3,truthful,,coalition_favorable_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,soft_credibility,creator_ejection_rate,alibi_off minus baseline,10,0.043399999999999994,0.010068653225619494,0.03199999999999999,0.066,"[0.05,0.03199999999999999,0.033999999999999996,0.034,0.04000000000000001,0.066,0.048,0.044,0.046000000000000006,0.04]",
3,truthful,,creator_ejection_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,soft_credibility,creator_survival,alibi_off minus baseline,10,-0.04339999999999994,0.010068653225619485,-0.06599999999999995,-0.03200000000000003,"[-0.04999999999999993,-0.03200000000000003,-0.03399999999999992,-0.03399999999999992,-0.039999999999999925,-0.06599999999999995,-0.04799999999999993,-0.04399999999999993,-0.04599999999999993,-0.039999999999999925]",
3,truthful,,creator_survival,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,soft_credibility,false_ejection_rate,alibi_off minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,false_ejection_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,soft_credibility,incident_rate,alibi_off minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,incident_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,soft_credibility,no_ejection_rate,alibi_off minus baseline,10,-0.04339999999999994,0.010068653225619485,-0.06599999999999995,-0.03200000000000003,"[-0.04999999999999993,-0.03200000000000003,-0.03399999999999992,-0.03399999999999992,-0.039999999999999925,-0.06599999999999995,-0.04799999999999993,-0.04399999999999993,-0.04599999999999993,-0.039999999999999925]",
3,truthful,,no_ejection_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
3,truthful,,coalition_favorable_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,creator_ejection_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,creator_survival,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,false_ejection_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,incident_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,,no_ejection_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
3,truthful,soft_credibility,coalition_favorable_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,coalition_favorable_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,soft_credibility,creator_ejection_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,creator_ejection_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,soft_credibility,creator_survival,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,creator_survival,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,soft_credibility,false_ejection_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,false_ejection_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,soft_credibility,incident_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,incident_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
3,truthful,soft_credibility,no_ejection_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
3,truthful,,no_ejection_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
5,alibi,mean,coalition_favorable_rate,alibi_off minus baseline,10,-0.24280000000000004,0.021482809665197673,-0.26999999999999996,-0.20800000000000007,"[-0.26000000000000006,-0.26999999999999996,-0.266,-0.24400000000000005,-0.22600000000000003,-0.25799999999999995,-0.23800000000000004,-0.24400000000000005,-0.21399999999999997,-0.20800000000000007]",
5,alibi,mean,creator_ejection_rate,alibi_off minus baseline,10,0.2542,0.0226754884793642,0.21599999999999997,0.28400000000000003,"[0.274,0.28400000000000003,0.268,0.258,0.236,0.27,0.252,0.262,0.22199999999999998,0.21599999999999997]",
5,alibi,mean,creator_survival,alibi_off minus baseline,10,-0.25420000000000004,0.022675488479364184,-0.28400000000000003,-0.21600000000000003,"[-0.274,-0.28400000000000003,-0.268,-0.258,-0.236,-0.27,-0.252,-0.262,-0.22200000000000003,-0.21600000000000003]",
5,alibi,mean,false_ejection_rate,alibi_off minus baseline,10,-0.08099999999999999,0.02191397321852481,-0.124,-0.04799999999999999,"[-0.08000000000000002,-0.07599999999999998,-0.124,-0.08800000000000002,-0.06800000000000003,-0.10800000000000001,-0.06199999999999997,-0.08199999999999999,-0.07399999999999995,-0.04799999999999999]",
5,alibi,mean,incident_rate,alibi_off minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
5,alibi,mean,no_ejection_rate,alibi_off minus baseline,10,-0.1618,0.017086706983955553,-0.194,-0.14,"[-0.18,-0.194,-0.14200000000000002,-0.15600000000000003,-0.15799999999999997,-0.15,-0.17600000000000002,-0.16199999999999998,-0.14,-0.16]",
5,alibi,mean,coalition_favorable_rate,catch_outside minus baseline,10,0.0016000000000000014,0.0018378731669453645,0.0,0.0040000000000000036,"[0.0,0.0040000000000000036,0.0040000000000000036,0.0,0.0,0.0020000000000000018,0.0,0.0040000000000000036,0.0,0.0020000000000000018]",
5,alibi,mean,creator_ejection_rate,catch_outside minus baseline,10,-0.002200000000000002,0.0023944379994757315,-0.006000000000000005,0.0,"[-0.0020000000000000018,-0.0040000000000000036,-0.006000000000000005,0.0,0.0,-0.0020000000000000018,0.0,-0.006000000000000005,0.0,-0.0020000000000000018]",
5,alibi,mean,creator_survival,catch_outside minus baseline,10,0.002200000000000002,0.0023944379994757315,0.0,0.006000000000000005,"[0.0020000000000000018,0.0040000000000000036,0.006000000000000005,0.0,0.0,0.0020000000000000018,0.0,0.006000000000000005,0.0,0.0020000000000000018]",
5,alibi,mean,false_ejection_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
5,alibi,mean,incident_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
5,alibi,mean,no_ejection_rate,catch_outside minus baseline,10,0.0016000000000000014,0.0018378731669453645,0.0,0.0040000000000000036,"[0.0,0.0040000000000000036,0.0040000000000000036,0.0,0.0,0.0020000000000000018,0.0,0.0040000000000000036,0.0,0.0020000000000000018]",
5,alibi,sharp_credibility,coalition_favorable_rate,alibi_off minus baseline,10,-0.1366,0.0224707216914218,-0.16800000000000004,-0.10399999999999998,"[-0.16800000000000004,-0.15000000000000002,-0.126,-0.134,-0.122,-0.16800000000000004,-0.12,-0.15600000000000003,-0.10399999999999998,-0.118]",
5,alibi,,coalition_favorable_rate,sharp_credibility minus mean,10,0.1842,0.012127104628338395,0.16599999999999998,0.20399999999999996,"[0.184,0.16599999999999998,0.20399999999999996,0.174,0.194,0.19,0.182,0.194,0.18600000000000005,0.16800000000000004]",alibi_off
5,alibi,sharp_credibility,creator_ejection_rate,alibi_off minus baseline,10,0.22680000000000003,0.031583399296325136,0.18000000000000002,0.274,"[0.274,0.266,0.20400000000000001,0.22199999999999998,0.20600000000000002,0.24200000000000002,0.242,0.242,0.18000000000000002,0.19]",
5,alibi,,creator_ejection_rate,sharp_credibility minus mean,10,-0.1656,0.00965171257112205,-0.182,-0.14999999999999997,"[-0.16399999999999998,-0.15400000000000003,-0.182,-0.16000000000000003,-0.176,-0.16599999999999998,-0.16399999999999998,-0.16799999999999998,-0.17199999999999993,-0.14999999999999997]",alibi_off
5,alibi,sharp_credibility,creator_survival,alibi_off minus baseline,10,-0.22679999999999997,0.031583399296325136,-0.274,-0.18000000000000005,"[-0.274,-0.266,-0.20399999999999996,-0.22199999999999998,-0.20599999999999996,-0.242,-0.242,-0.242,-0.18000000000000005,-0.19000000000000006]",
5,alibi,,creator_survival,sharp_credibility minus mean,10,0.16560000000000002,0.009651712571122071,0.14999999999999997,0.18200000000000005,"[0.16400000000000003,0.15400000000000003,0.18200000000000005,0.16000000000000003,0.17600000000000005,0.16600000000000004,0.16400000000000003,0.16800000000000004,0.172,0.14999999999999997]",alibi_off
5,alibi,sharp_credibility,false_ejection_rate,alibi_off minus baseline,10,-0.0784,0.02236664182810345,-0.134,-0.05199999999999999,"[-0.09200000000000003,-0.06,-0.07,-0.07199999999999995,-0.07200000000000001,-0.134,-0.08199999999999996,-0.05199999999999999,-0.07600000000000001,-0.07400000000000001]",
5,alibi,,false_ejection_rate,sharp_credibility minus mean,10,0.1102,0.015186251091767914,0.09,0.13799999999999998,"[0.118,0.09,0.132,0.10600000000000004,0.10800000000000001,0.11000000000000001,0.098,0.13799999999999998,0.09799999999999998,0.10399999999999998]",alibi_off
5,alibi,sharp_credibility,incident_rate,alibi_off minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
5,alibi,,incident_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
5,alibi,sharp_credibility,no_ejection_rate,alibi_off minus baseline,10,-0.05820000000000001,0.024987997118616767,-0.10399999999999998,-0.027999999999999997,"[-0.07599999999999998,-0.09,-0.055999999999999994,-0.062,-0.04999999999999999,-0.034,-0.038000000000000006,-0.10399999999999998,-0.027999999999999997,-0.04400000000000001]",
5,alibi,,no_ejection_rate,sharp_credibility minus mean,10,0.074,0.010583005244258361,0.05600000000000001,0.08800000000000001,"[0.066,0.076,0.072,0.06799999999999999,0.08600000000000001,0.07999999999999999,0.08399999999999999,0.05600000000000001,0.08800000000000001,0.064]",alibi_off
5,alibi,,coalition_favorable_rate,sharp_credibility minus mean,10,0.07799999999999999,0.01892675942210453,0.04600000000000004,0.10599999999999998,"[0.09199999999999997,0.04600000000000004,0.06399999999999995,0.06399999999999995,0.08999999999999997,0.10000000000000009,0.06399999999999995,0.10599999999999998,0.07600000000000007,0.07799999999999996]",baseline
5,alibi,,creator_ejection_rate,sharp_credibility minus mean,10,-0.13819999999999996,0.014740722129152584,-0.16399999999999998,-0.118,"[-0.16399999999999998,-0.13599999999999998,-0.118,-0.124,-0.14600000000000002,-0.13799999999999998,-0.15399999999999997,-0.14799999999999996,-0.12999999999999998,-0.124]",baseline
5,alibi,,creator_survival,sharp_credibility minus mean,10,0.13820000000000002,0.014740722129152605,0.118,0.16400000000000003,"[0.16400000000000003,0.136,0.118,0.124,0.14600000000000002,0.138,0.15400000000000003,0.14800000000000002,0.13,0.124]",baseline
5,alibi,,false_ejection_rate,sharp_credibility minus mean,10,0.1076,0.021884545536367286,0.07400000000000001,0.136,"[0.13,0.07400000000000001,0.07800000000000001,0.08999999999999997,0.11199999999999999,0.136,0.118,0.10799999999999998,0.10000000000000003,0.13]",baseline
5,alibi,,incident_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
5,alibi,,no_ejection_rate,sharp_credibility minus mean,10,-0.029600000000000005,0.016049922118191104,-0.05400000000000002,-0.0020000000000000018,"[-0.038000000000000006,-0.028000000000000025,-0.014000000000000012,-0.026000000000000023,-0.021999999999999992,-0.036000000000000004,-0.05400000000000002,-0.0020000000000000018,-0.023999999999999994,-0.05199999999999999]",baseline
5,alibi,sharp_credibility,coalition_favorable_rate,catch_outside minus baseline,10,-0.17519999999999997,0.020874226532576808,-0.21600000000000003,-0.15200000000000002,"[-0.19,-0.15200000000000002,-0.178,-0.176,-0.16799999999999998,-0.21600000000000003,-0.15799999999999997,-0.198,-0.15400000000000003,-0.16199999999999998]",
5,alibi,,coalition_favorable_rate,sharp_credibility minus mean,10,-0.0988,0.015266521105565168,-0.11800000000000005,-0.07799999999999996,"[-0.09800000000000003,-0.10999999999999999,-0.11800000000000005,-0.11200000000000004,-0.07800000000000001,-0.11799999999999994,-0.09400000000000003,-0.09600000000000003,-0.07799999999999996,-0.08600000000000002]",catch_outside
5,alibi,sharp_credibility,creator_ejection_rate,catch_outside minus baseline,10,0.2354,0.01766477977344876,0.208,0.262,"[0.262,0.24000000000000002,0.236,0.238,0.22400000000000003,0.254,0.244,0.24,0.208,0.20800000000000002]",
5,alibi,,creator_ejection_rate,sharp_credibility minus mean,10,0.09940000000000002,0.01641273218503786,0.07800000000000001,0.124,"[0.10000000000000003,0.10800000000000004,0.124,0.11399999999999999,0.07800000000000001,0.118,0.09000000000000002,0.09800000000000003,0.07800000000000001,0.08600000000000002]",catch_outside
5,alibi,sharp_credibility,creator_survival,catch_outside minus baseline,10,-0.2354,0.017664779773448755,-0.262,-0.20799999999999996,"[-0.262,-0.24,-0.236,-0.238,-0.22399999999999998,-0.254,-0.244,-0.24,-0.20800000000000007,-0.20799999999999996]",
5,alibi,,creator_survival,sharp_credibility minus mean,10,-0.09939999999999999,0.01641273218503786,-0.124,-0.07799999999999996,"[-0.09999999999999998,-0.10799999999999998,-0.124,-0.11399999999999999,-0.07799999999999996,-0.118,-0.08999999999999997,-0.09799999999999998,-0.07800000000000007,-0.08599999999999997]",catch_outside
5,alibi,sharp_credibility,false_ejection_rate,catch_outside minus baseline,10,-0.15219999999999997,0.025041299220820528,-0.20400000000000001,-0.118,"[-0.16999999999999998,-0.118,-0.122,-0.14399999999999996,-0.158,-0.20400000000000001,-0.15799999999999997,-0.15199999999999997,-0.134,-0.16199999999999998]",
5,alibi,,false_ejection_rate,sharp_credibility minus mean,10,-0.04459999999999999,0.010286992865858439,-0.068,-0.03199999999999997,"[-0.03999999999999998,-0.043999999999999984,-0.043999999999999984,-0.05399999999999999,-0.04600000000000001,-0.068,-0.03999999999999998,-0.043999999999999984,-0.033999999999999975,-0.03199999999999997]",catch_outside
5,alibi,sharp_credibility,incident_rate,catch_outside minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
5,alibi,,incident_rate,sharp_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",catch_outside
5,alibi,sharp_credibility,no_ejection_rate,catch_outside minus baseline,10,-0.023,0.018814887722226777,-0.055999999999999994,0.0,"[-0.01999999999999999,-0.034,-0.055999999999999994,-0.032,-0.010000000000000009,-0.011999999999999983,0.0,-0.045999999999999985,-0.020000000000000018,0.0]",
5,alibi,,no_ejection_rate,sharp_credibility minus mean,10,-0.054200000000000005,0.011448435118681802,-0.07400000000000001,-0.032,"[-0.057999999999999996,-0.06600000000000003,-0.07400000000000001,-0.058000000000000024,-0.032,-0.04999999999999999,-0.05400000000000002,-0.05199999999999999,-0.04400000000000001,-0.05399999999999999]",catch_outside
5,alibi,soft_credibility,coalition_favorable_rate,alibi_off minus baseline,10,-0.2904,0.02564371267971938,-0.324,-0.258,"[-0.324,-0.314,-0.302,-0.282,-0.26999999999999996,-0.324,-0.25999999999999995,-0.3,-0.258,-0.27]",
5,alibi,,coalition_favorable_rate,soft_credibility minus mean,10,0.010600000000000004,0.009430447143870398,-0.010000000000000009,0.021999999999999964,"[0.006000000000000005,-0.010000000000000009,0.021999999999999964,0.0040000000000000036,0.020000000000000018,0.010000000000000009,0.01200000000000001,0.01200000000000001,0.020000000000000018,0.010000000000000009]",alibi_off
5,alibi,soft_credibility,creator_ejection_rate,alibi_off minus baseline,10,0.38020000000000004,0.032089458289808095,0.3360000000000001,0.43000000000000005,"[0.43,0.43000000000000005,0.376,0.368,0.354,0.398,0.38,0.384,0.3360000000000001,0.346]",
5,alibi,,creator_ejection_rate,soft_credibility minus mean,10,-0.007599999999999996,0.007763160868271794,-0.019999999999999907,0.008000000000000007,"[-0.0020000000000000018,0.008000000000000007,-0.016000000000000014,-0.0040000000000000036,-0.01200000000000001,-0.006000000000000005,-0.010000000000000009,-0.008000000000000007,-0.019999999999999907,-0.006000000000000005]",alibi_off
5,alibi,soft_credibility,creator_survival,alibi_off minus baseline,10,-0.3802,0.0320894582898081,-0.43000000000000005,-0.336,"[-0.43000000000000005,-0.43000000000000005,-0.376,-0.368,-0.354,-0.398,-0.38,-0.384,-0.336,-0.34600000000000003]",
5,alibi,,creator_survival,soft_credibility minus mean,10,0.007600000000000007,0.007763160868271814,-0.008000000000000007,0.020000000000000018,"[0.0020000000000000018,-0.008000000000000007,0.016000000000000014,0.0040000000000000036,0.01200000000000001,0.006000000000000005,0.010000000000000009,0.008000000000000007,0.020000000000000018,0.006000000000000005]",alibi_off
5,alibi,soft_credibility,false_ejection_rate,alibi_off minus baseline,10,-0.1492,0.01726138915486108,-0.18599999999999997,-0.12399999999999997,"[-0.15800000000000003,-0.16,-0.16,-0.13799999999999998,-0.142,-0.18599999999999997,-0.12399999999999997,-0.142,-0.13799999999999996,-0.14400000000000002]",
5,alibi,,false_ejection_rate,soft_credibility minus mean,10,-0.00020000000000000017,0.012127104628338405,-0.02400000000000002,0.01999999999999999,"[0.0040000000000000036,-0.02400000000000002,0.01999999999999999,-0.005999999999999978,-0.0040000000000000036,0.010000000000000009,0.0020000000000000018,0.0040000000000000036,0.0040000000000000036,-0.01200000000000001]",alibi_off
5,alibi,soft_credibility,incident_rate,alibi_off minus baseline,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",
5,alibi,,incident_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",alibi_off
5,alibi,soft_credibility,no_ejection_rate,alibi_off minus baseline,10,-0.1412,0.014763317904710837,-0.166,-0.12,"[-0.166,-0.154,-0.14200000000000002,-0.14400000000000002,-0.128,-0.138,-0.136,-0.158,-0.12,-0.126]",
5,alibi,,no_ejection_rate,soft_credibility minus mean,10,0.010799999999999999,0.008283853102404835,0.0,0.023999999999999994,"[0.0020000000000000018,0.013999999999999999,0.001999999999999988,0.010000000000000009,0.023999999999999994,0.0,0.009999999999999995,0.007999999999999993,0.016,0.022000000000000006]",alibi_off
5,alibi,,coalition_favorable_rate,soft_credibility minus mean,10,0.058199999999999974,0.0157888849792786,0.03399999999999992,0.07600000000000007,"[0.06999999999999995,0.03400000000000003,0.05799999999999994,0.041999999999999926,0.06399999999999995,0.07600000000000007,0.03399999999999992,0.06799999999999995,0.06400000000000006,0.07199999999999995]",baseline
5,alibi,,creator_ejection_rate,soft_credibility minus mean,10,-0.13359999999999997,0.011266469426281385,-0.15799999999999997,-0.11399999999999999,"[-0.15799999999999997,-0.13799999999999998,-0.124,-0.11399999999999999,-0.13,-0.13399999999999998,-0.13799999999999998,-0.12999999999999998,-0.13399999999999998,-0.13599999999999998]",baseline
5,alibi,,creator_survival,soft_credibility minus mean,10,0.13360000000000002,0.0112664694262814,0.11399999999999999,0.15800000000000003,"[0.15800000000000003,0.138,0.124,0.11399999999999999,0.13,0.134,0.138,0.13,0.134,0.136]",baseline
5,alibi,,false_ejection_rate,soft_credibility minus mean,10,0.06799999999999999,0.013630032200173916,0.043999999999999984,0.08799999999999997,"[0.08200000000000002,0.06,0.055999999999999994,0.043999999999999984,0.06999999999999995,0.08799999999999997,0.064,0.064,0.068,0.08400000000000002]",baseline
5,alibi,,incident_rate,soft_credibility minus mean,10,0.0,0.0,0.0,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]",baseline
5,alibi,,no_ejection_rate,soft_credibility minus mean,10,-0.009799999999999998,0.011173381065928283,-0.030000000000000027,0.0040000000000000036,"[-0.011999999999999983,-0.026000000000000023,0.0020000000000000018,-0.0020000000000000018,-0.005999999999999978,-0.011999999999999983,-0.030000000000000027,0.0040000000000000036,-0.0040000000000000036,-0.011999999999999983]",baseline
