analysis_status,job,group,seed,metric,generation,gap,best_observed_coalition,best_observed_defender,mc_low,mc_high,simultaneous_cell_epsilon,episodes_per_cell,pool_size
complete,multigen_none_n7_r8_k10_s6,multigen_none_n7_r8_k10,6,coalition_game_win_rate,2,0.604,2,0,0.41977546309233743,0.7882245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s6,multigen_none_n7_r8_k10,6,coalition_game_win_rate,3,0.69,3,2,0.5057754630923375,0.8742245369076624,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s6,multigen_none_n7_r8_k10,6,coalition_game_win_rate,4,0.698,4,0,0.5137754630923375,0.8822245369076624,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s6,multigen_none_n7_r8_k10,6,coalition_game_win_rate,5,0.5519999999999999,5,0,0.36777546309233744,0.7362245369076624,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s6,multigen_none_n7_r8_k10,6,coalition_game_win_rate,6,0.698,6,7,0.5137754630923375,0.8822245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s6,multigen_none_n7_r8_k10,6,coalition_game_win_rate,7,0.518,7,0,0.3337754630923375,0.7022245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s6,multigen_none_n7_r8_k10,6,coalition_game_win_rate,8,0.5640000000000001,8,0,0.3797754630923375,0.7482245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s6,multigen_none_n7_r8_k10,6,coalition_game_win_rate,9,0.506,9,0,0.32177546309233745,0.6902245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s6,multigen_none_n7_r8_k10,6,coalition_game_win_rate,10,0.616,10,0,0.43177546309233744,0.8002245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,0,0.20599999999999996,0,7,0.021775463092337466,0.32211226845383123,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,1,0.504,0,0,0.3197754630923375,0.6882245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,2,0.622,0,0,0.43777546309233745,0.8062245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,3,0.61,3,0,0.4257754630923375,0.7942245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,4,0.524,4,0,0.33977546309233747,0.7082245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,5,0.654,0,0,0.46977546309233753,0.8382245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,6,0.53,6,0,0.3457754630923375,0.7142245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,7,0.516,7,0,0.33177546309233746,0.7002245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,8,0.548,8,0,0.3637754630923375,0.7322245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,9,0.742,9,0,0.5577754630923375,0.9262245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,any_false_ejection_rate,10,0.636,0,0,0.45177546309233746,0.8202245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,0,0.758,0,6,0.5737754630923375,0.8801122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,1,0.586,9,0,0.40177546309233747,0.7702245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,2,0.562,2,0,0.3777754630923375,0.7462245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,3,0.638,3,6,0.4537754630923375,0.8222245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,4,0.6040000000000001,4,7,0.41977546309233754,0.7882245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,5,0.736,7,0,0.5517754630923375,0.9202245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,6,0.5920000000000001,6,7,0.40777546309233753,0.7762245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,7,0.6399999999999999,7,6,0.45577546309233746,0.8242245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,8,0.622,8,0,0.43777546309233745,0.8062245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,9,0.724,9,0,0.5397754630923375,0.9082245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s7,multigen_none_n7_r8_k10,7,coalition_game_win_rate,10,0.648,10,0,0.4637754630923375,0.8322245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,0,0.256,0,9,0.07177546309233751,0.3801122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,1,0.542,0,0,0.3577754630923375,0.7262245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,2,0.5760000000000001,2,0,0.3917754630923375,0.7602245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,3,0.648,3,0,0.4637754630923375,0.8322245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,4,0.64,8,0,0.4557754630923375,0.8242245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,5,0.57,5,0,0.38577546309233746,0.7542245369076624,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,6,0.488,6,0,0.3037754630923375,0.6722245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,7,0.6719999999999999,5,0,0.48777546309233744,0.8562245369076624,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,8,0.66,8,0,0.4757754630923375,0.8442245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,9,0.632,9,0,0.44777546309233746,0.8162245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,any_false_ejection_rate,10,0.674,10,0,0.4897754630923375,0.8582245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,0,0.7999999999999999,0,9,0.6157754630923374,0.9321122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,1,0.6419999999999999,6,0,0.45777546309233746,0.8262245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,2,0.602,2,9,0.4177754630923375,0.7862245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,3,0.636,3,4,0.45177546309233746,0.8202245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,4,0.616,4,0,0.43177546309233744,0.8002245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,5,0.678,5,8,0.49377546309233755,0.8622245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,6,0.584,6,0,0.39977546309233747,0.7682245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,7,0.694,5,0,0.5097754630923375,0.8782245369076624,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,8,0.632,8,0,0.44777546309233746,0.8162245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,9,0.6799999999999999,9,2,0.4957754630923375,0.8642245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s8,multigen_none_n7_r8_k10,8,coalition_game_win_rate,10,0.6779999999999999,10,0,0.4937754630923375,0.8622245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,0,0.28600000000000003,0,2,0.10177546309233754,0.4041122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,1,0.444,2,0,0.25977546309233746,0.6282245369076624,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,2,0.718,2,0,0.5337754630923375,0.9022245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,3,0.552,0,0,0.3677754630923375,0.7362245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,4,0.5900000000000001,2,0,0.40577546309233753,0.7742245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,5,0.506,5,0,0.3217754630923375,0.6902245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,6,0.5680000000000001,6,0,0.3837754630923375,0.7522245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,7,0.7,7,0,0.5157754630923375,0.8842245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,8,0.6880000000000001,8,0,0.5037754630923374,0.8681122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,9,0.49600000000000005,0,0,0.31177546309233756,0.6802245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,any_false_ejection_rate,10,0.648,10,0,0.46377546309233747,0.8322245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,0,0.83,0,6,0.6457754630923375,0.9581122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,1,0.5980000000000001,2,2,0.41377546309233754,0.7822245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,2,0.698,2,0,0.5137754630923375,0.8822245369076624,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,3,0.5900000000000001,3,0,0.40577546309233753,0.7742245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,4,0.642,4,7,0.4577754630923375,0.8262245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,5,0.714,5,6,0.5297754630923375,0.8701122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,6,0.668,6,7,0.48377546309233754,0.8522245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,7,0.646,7,0,0.4617754630923375,0.8302245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,8,0.39199999999999996,8,0,0.20777546309233746,0.5762245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,9,0.326,9,0,0.14177546309233752,0.5102245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r8_k10_s9,multigen_none_n7_r8_k10,9,coalition_game_win_rate,10,0.622,10,0,0.4377754630923375,0.8062245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,0,0.0059999999999999915,3,0,0.0,0.1902245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,1,0.51,1,0,0.32577546309233746,0.6741122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,2,0.578,2,0,0.39377546309233746,0.7181122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,3,0.41600000000000004,3,0,0.2317754630923375,0.6002245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,4,0.544,4,0,0.3597754630923375,0.7121122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,5,0.5439999999999999,5,0,0.35977546309233743,0.6741122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,6,0.46599999999999997,6,0,0.2817754630923374,0.6502245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,7,0.482,7,0,0.29777546309233743,0.6662245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,8,0.51,8,0,0.32577546309233746,0.6721122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,9,0.462,9,0,0.2777754630923375,0.6261122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s0,multigen_none_n7_r1_k10,0,false_ejection_rate,10,0.502,10,0,0.3177754630923375,0.6401122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,0,0.0,0,0,0.0,0.1842245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,1,0.534,1,0,0.3497754630923375,0.7061122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,2,0.45599999999999996,2,0,0.27177546309233747,0.6402245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,3,0.5820000000000001,3,0,0.3977754630923375,0.7601122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,4,0.492,4,0,0.30777546309233744,0.6762245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,5,0.438,5,0,0.2537754630923375,0.6081122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,6,0.496,6,0,0.3117754630923375,0.6802245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,7,0.43400000000000005,7,0,0.24977546309233753,0.6182245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,8,0.5179999999999999,8,0,0.3337754630923374,0.6621122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,9,0.41600000000000004,9,0,0.23177546309233749,0.5941122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s1,multigen_none_n7_r1_k10,1,false_ejection_rate,10,0.41600000000000004,10,0,0.23177546309233749,0.6002245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,0,0.0,0,0,0.0,0.18422453690766255,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,1,0.52,1,0,0.3357754630923375,0.6501122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,2,0.352,2,0,0.16777546309233748,0.5341122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,3,0.462,3,0,0.27777546309233747,0.6041122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,4,0.41600000000000004,4,0,0.2317754630923375,0.6002245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,5,0.502,5,0,0.31777546309233745,0.6781122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,6,0.46,6,0,0.2757754630923375,0.6281122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,7,0.33399999999999996,9,0,0.14977546309233747,0.5182245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,8,0.516,8,0,0.33177546309233746,0.6981122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,9,0.5640000000000001,9,0,0.3797754630923375,0.7421122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s2,multigen_none_n7_r1_k10,2,false_ejection_rate,10,0.4580000000000001,10,0,0.2737754630923376,0.6422245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,0,0.0,0,0,0.0,0.1842245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,1,0.40399999999999997,1,0,0.21977546309233748,0.5781122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,2,0.378,2,0,0.19377546309233748,0.5622245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,3,0.43000000000000005,3,0,0.2457754630923375,0.6121122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,4,0.43600000000000005,4,0,0.2517754630923375,0.6141122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,5,0.466,5,0,0.28177546309233753,0.6281122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,6,0.472,6,0,0.2877754630923375,0.6562245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,7,0.4640000000000001,7,0,0.27977546309233753,0.6421122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,8,0.444,8,0,0.2597754630923375,0.6061122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,9,0.544,9,0,0.3597754630923375,0.7061122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s3,multigen_none_n7_r1_k10,3,false_ejection_rate,10,0.404,10,0,0.2197754630923375,0.5882245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,0,0.0,0,0,0.0,0.1842245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,1,0.43800000000000006,1,0,0.2537754630923375,0.6201122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,2,0.394,2,0,0.20977546309233752,0.5782245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,3,0.48600000000000004,3,0,0.30177546309233755,0.6521122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,4,0.4620000000000001,4,0,0.2777754630923375,0.6462245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,5,0.436,5,0,0.2517754630923375,0.6121122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,6,0.45000000000000007,6,0,0.2657754630923375,0.6342245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,7,0.44199999999999995,7,0,0.25777546309233745,0.6262245369076624,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,8,0.53,8,0,0.3457754630923375,0.6961122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,9,0.342,9,0,0.15777546309233753,0.5262245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s4,multigen_none_n7_r1_k10,4,false_ejection_rate,10,0.48000000000000004,10,0,0.29577546309233754,0.6421122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,0,0.0,0,0,0.0,0.18422453690766255,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,1,0.48000000000000004,1,0,0.2957754630923375,0.6181122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,2,0.542,2,0,0.3577754630923375,0.7181122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,3,0.46599999999999997,3,0,0.2817754630923375,0.6502245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,4,0.5079999999999999,4,0,0.3237754630923374,0.6581122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,5,0.45,7,0,0.26577546309233746,0.5921122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,6,0.44800000000000006,6,0,0.26377546309233757,0.6322245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,7,0.504,7,0,0.3197754630923375,0.6882245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,8,0.42800000000000005,8,0,0.2437754630923375,0.6121122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,9,0.5740000000000001,9,0,0.38977546309233757,0.7582245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s5,multigen_none_n7_r1_k10,5,false_ejection_rate,10,0.33,10,0,0.1457754630923375,0.5142245369076626,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,0,0.0,0,0,0.0,0.1842245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,1,0.5399999999999999,1,0,0.35577546309233743,0.6821122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,2,0.48400000000000004,2,0,0.2997754630923375,0.6221122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,3,0.54,3,0,0.3557754630923375,0.7242245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,4,0.48000000000000004,4,0,0.29577546309233754,0.6421122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,5,0.46799999999999997,5,0,0.2837754630923375,0.6522245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,6,0.448,6,0,0.2637754630923375,0.6061122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,7,0.506,7,0,0.32177546309233745,0.6821122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,8,0.428,8,0,0.24377546309233747,0.5641122684538312,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,9,0.42200000000000004,9,0,0.2377754630923375,0.6062245369076625,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s6,multigen_none_n7_r1_k10,6,false_ejection_rate,10,0.48000000000000004,10,0,0.2957754630923375,0.6101122684538313,0.09211226845383126,500,11
complete,multigen_none_n7_r1_k10_s7,multigen_none_n7_r1_k10,7,false_ejection_rate,0,0.0,0,0,0.0,0.1842245369076625,0.09211226845383126,500,11
