analysis_status,group,table,cell,metric,metric_label,expected_seeds,included_seeds,complete,n_seeds,mean,sd
complete,ablation_n7_r1,ablation,default,any_false_ejection_rate,any_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.1854,0.07069158365746236
complete,ablation_n7_r1,ablation,default,any_incident_false_ejection_rate,any_incident_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.16119999999999998,0.05661006977561501
complete,ablation_n7_r1,ablation,default,any_incident_free_false_ejection_rate,any_incident_free_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0242,0.0168285471743701
complete,ablation_n7_r1,ablation,default,coalition_false_claim_rate,coalition_false_claim_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.3738,0.1156987467520716
complete,ablation_n7_r1,ablation,default,coalition_favorable_rate,coalition_favorable_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.23379999999999995,0.07811977982559859
complete,ablation_n7_r1,ablation,default,creator_ejection_rate,creator_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.5609999999999999,0.07215261603018978
complete,ablation_n7_r1,ablation,default,creator_survival,creator_survival,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.40099999999999997,0.0507543101617981
complete,ablation_n7_r1,ablation,default,false_ejection_rate,false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.1854,0.07069158365746236
complete,ablation_n7_r1,ablation,default,false_ejections_per_incident_free_meeting,false_ejections_per_incident_free_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.5896410256410256,0.10894895631525237
complete,ablation_n7_r1,ablation,default,false_ejections_per_incident_meeting,false_ejections_per_incident_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.16851052616610845,0.061510901121075275
complete,ablation_n7_r1,ablation,default,false_ejections_per_meeting,false_ejections_per_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.1854,0.07069158365746236
complete,ablation_n7_r1,ablation,default,incident_rate,incident_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9620000000000001,0.02283637449333846
complete,ablation_n7_r1,ablation,default,mean_false_ejections,mean_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.1854,0.07069158365746236
complete,ablation_n7_r1,ablation,default,mean_incident_false_ejections,mean_incident_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.16119999999999998,0.05661006977561501
complete,ablation_n7_r1,ablation,default,mean_incident_free_false_ejections,mean_incident_free_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0242,0.0168285471743701
complete,ablation_n7_r1,ablation,default,mean_rounds_played,mean_rounds_played,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,1.0,0.0
complete,ablation_n7_r1,ablation,default,no_ejection_rate,no_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0484,0.010876580344942984
complete,ablation_n7_r1,ablation,default,same_target_vote_rate,same_target_vote_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.2404,0.09639657670270246
complete,ablation_n7_r1,ablation,no_channel,any_false_ejection_rate,any_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.21839999999999998,0.07127622324450139
complete,ablation_n7_r1,ablation,no_channel,any_incident_false_ejection_rate,any_incident_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.189,0.0740742870367309
complete,ablation_n7_r1,ablation,no_channel,any_incident_free_false_ejection_rate,any_incident_free_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.029400000000000003,0.019982492337043446
complete,ablation_n7_r1,ablation,no_channel,coalition_false_claim_rate,coalition_false_claim_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.33899999999999997,0.09933340324382328
complete,ablation_n7_r1,ablation,no_channel,coalition_favorable_rate,coalition_favorable_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.273,0.07539562321514426
complete,ablation_n7_r1,ablation,no_channel,creator_ejection_rate,creator_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.514,0.04604888706581302
complete,ablation_n7_r1,ablation,no_channel,creator_survival,creator_survival,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.4328,0.04460044842823893
complete,ablation_n7_r1,ablation,no_channel,false_ejection_rate,false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.21839999999999998,0.07127622324450139
complete,ablation_n7_r1,ablation,no_channel,false_ejections_per_incident_free_meeting,false_ejections_per_incident_free_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.565545003965107,0.12150697714756685
complete,ablation_n7_r1,ablation,no_channel,false_ejections_per_incident_meeting,false_ejections_per_incident_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.1989893463075683,0.07376416251037572
complete,ablation_n7_r1,ablation,no_channel,false_ejections_per_meeting,false_ejections_per_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.21839999999999998,0.07127622324450139
complete,ablation_n7_r1,ablation,no_channel,incident_rate,incident_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9468,0.03431763395107533
complete,ablation_n7_r1,ablation,no_channel,mean_false_ejections,mean_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.21839999999999998,0.07127622324450139
complete,ablation_n7_r1,ablation,no_channel,mean_incident_false_ejections,mean_incident_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.189,0.0740742870367309
complete,ablation_n7_r1,ablation,no_channel,mean_incident_free_false_ejections,mean_incident_free_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.029400000000000003,0.019982492337043446
complete,ablation_n7_r1,ablation,no_channel,mean_rounds_played,mean_rounds_played,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,1.0,0.0
complete,ablation_n7_r1,ablation,no_channel,no_ejection_rate,no_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.054599999999999996,0.012095453691366855
complete,ablation_n7_r1,ablation,no_channel,same_target_vote_rate,same_target_vote_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.33940000000000003,0.12009079898143737
complete,ablation_n7_r1,ablation,no_channel_no_partner,any_false_ejection_rate,any_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.25179999999999997,0.03775182114812477
complete,ablation_n7_r1,ablation,no_channel_no_partner,any_incident_false_ejection_rate,any_incident_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.17099999999999999,0.026748831750190515
complete,ablation_n7_r1,ablation,no_channel_no_partner,any_incident_free_false_ejection_rate,any_incident_free_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0808,0.025897876360813837
complete,ablation_n7_r1,ablation,no_channel_no_partner,coalition_false_claim_rate,coalition_false_claim_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.3278,0.06509281834426899
complete,ablation_n7_r1,ablation,no_channel_no_partner,coalition_favorable_rate,coalition_favorable_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.37079999999999996,0.04763612074886032
complete,ablation_n7_r1,ablation,no_channel_no_partner,creator_ejection_rate,creator_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.4424,0.04581266200517058
complete,ablation_n7_r1,ablation,no_channel_no_partner,creator_survival,creator_survival,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.38780000000000003,0.03948670662387534
complete,ablation_n7_r1,ablation,no_channel_no_partner,false_ejection_rate,false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.25179999999999997,0.03775182114812477
complete,ablation_n7_r1,ablation,no_channel_no_partner,false_ejections_per_incident_free_meeting,false_ejections_per_incident_free_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.48789974120322493,0.13360746783339392
complete,ablation_n7_r1,ablation,no_channel_no_partner,false_ejections_per_incident_meeting,false_ejections_per_incident_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.20614032856950174,0.03246806704634961
complete,ablation_n7_r1,ablation,no_channel_no_partner,false_ejections_per_meeting,false_ejections_per_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.25179999999999997,0.03775182114812477
complete,ablation_n7_r1,ablation,no_channel_no_partner,incident_rate,incident_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.8301999999999999,0.05447660048130756
complete,ablation_n7_r1,ablation,no_channel_no_partner,mean_false_ejections,mean_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.25179999999999997,0.03775182114812477
complete,ablation_n7_r1,ablation,no_channel_no_partner,mean_incident_false_ejections,mean_incident_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.17099999999999999,0.026748831750190515
complete,ablation_n7_r1,ablation,no_channel_no_partner,mean_incident_free_false_ejections,mean_incident_free_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0808,0.025897876360813837
complete,ablation_n7_r1,ablation,no_channel_no_partner,mean_rounds_played,mean_rounds_played,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,1.0,0.0
complete,ablation_n7_r1,ablation,no_channel_no_partner,no_ejection_rate,no_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.119,0.034
complete,ablation_n7_r1,ablation,no_channel_no_partner,same_target_vote_rate,same_target_vote_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.263,0.06787488489861328
complete,ablation_n7_r1,ablation,no_partner,any_false_ejection_rate,any_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.20800000000000002,0.05856193302820527
complete,ablation_n7_r1,ablation,no_partner,any_incident_false_ejection_rate,any_incident_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.1508,0.02824358334206196
complete,ablation_n7_r1,ablation,no_partner,any_incident_free_false_ejection_rate,any_incident_free_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.057199999999999994,0.03047457957052074
complete,ablation_n7_r1,ablation,no_partner,coalition_false_claim_rate,coalition_false_claim_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.371,0.08781728189826873
complete,ablation_n7_r1,ablation,no_partner,coalition_favorable_rate,coalition_favorable_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.29300000000000004,0.09820896089461491
complete,ablation_n7_r1,ablation,no_partner,creator_ejection_rate,creator_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.512,0.09723168207945392
complete,ablation_n7_r1,ablation,no_partner,creator_survival,creator_survival,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.3736,0.02591910492281707
complete,ablation_n7_r1,ablation,no_partner,false_ejection_rate,false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.20800000000000002,0.05856193302820527
complete,ablation_n7_r1,ablation,no_partner,false_ejections_per_incident_free_meeting,false_ejections_per_incident_free_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.5222786839832276,0.1055890011543926
complete,ablation_n7_r1,ablation,no_partner,false_ejections_per_incident_meeting,false_ejections_per_incident_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.17381535981208945,0.05028030882941128
complete,ablation_n7_r1,ablation,no_partner,false_ejections_per_meeting,false_ejections_per_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.20800000000000002,0.05856193302820527
complete,ablation_n7_r1,ablation,no_partner,incident_rate,incident_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.8855999999999999,0.07853215901781893
complete,ablation_n7_r1,ablation,no_partner,mean_false_ejections,mean_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.20800000000000002,0.05856193302820527
complete,ablation_n7_r1,ablation,no_partner,mean_incident_false_ejections,mean_incident_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.1508,0.02824358334206196
complete,ablation_n7_r1,ablation,no_partner,mean_incident_free_false_ejections,mean_incident_free_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.057199999999999994,0.03047457957052074
complete,ablation_n7_r1,ablation,no_partner,mean_rounds_played,mean_rounds_played,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,1.0,0.0
complete,ablation_n7_r1,ablation,no_partner,no_ejection_rate,no_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.085,0.045038872099554185
complete,ablation_n7_r1,ablation,no_partner,same_target_vote_rate,same_target_vote_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.2096,0.04625797228586657
complete,ablation_n7_r8,ablation,default,any_false_ejection_rate,any_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9725999999999999,0.011148990985734998
complete,ablation_n7_r8,ablation,default,any_incident_false_ejection_rate,any_incident_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.034199999999999994,0.02578177650977527
complete,ablation_n7_r8,ablation,default,any_incident_free_false_ejection_rate,any_incident_free_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9708,0.010329569206893393
complete,ablation_n7_r8,ablation,default,coalition_false_claim_rate,coalition_false_claim_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.4978093893818302,0.08426203041615025
complete,ablation_n7_r8,ablation,default,coalition_favorable_rate,coalition_favorable_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9715999999999999,0.012054044964243343
complete,ablation_n7_r8,ablation,default,coalition_game_win_rate,coalition_game_win_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.967,0.010319883720275156
complete,ablation_n7_r8,ablation,default,creator_ejection_rate,creator_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0284,0.012054044964243333
complete,ablation_n7_r8,ablation,default,creator_survival,creator_survival,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.004,0.0027386127875258306
complete,ablation_n7_r8,ablation,default,false_ejection_rate,terminal-meeting false ejection,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9656,0.011545561917897294
complete,ablation_n7_r8,ablation,default,false_ejections_per_incident_free_meeting,false_ejections_per_incident_free_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.8610303654428535,0.03188118906520643
complete,ablation_n7_r8,ablation,default,false_ejections_per_incident_meeting,false_ejections_per_incident_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.03620517960548416,0.029910233236600726
complete,ablation_n7_r8,ablation,default,false_ejections_per_meeting,false_ejections_per_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.6726571359352732,0.013384624816731822
complete,ablation_n7_r8,ablation,default,incident_rate,incident_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0324,0.012621410380777577
complete,ablation_n7_r8,ablation,default,mean_false_ejections,mean_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,2.8958000000000004,0.04921077117867587
complete,ablation_n7_r8,ablation,default,mean_incident_false_ejections,mean_incident_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0344,0.026197328108034223
complete,ablation_n7_r8,ablation,default,mean_incident_free_false_ejections,mean_incident_free_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,2.8614,0.05823486927949612
complete,ablation_n7_r8,ablation,default,mean_rounds_played,mean_rounds_played,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,4.3064,0.11419851137383517
complete,ablation_n7_r8,ablation,default,no_ejection_rate,no_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.006,0.004242640687119285
complete,ablation_n7_r8,ablation,default,same_target_vote_rate,same_target_vote_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.7354171833878077,0.10566567958529868
complete,ablation_n7_r8,ablation,no_channel,any_false_ejection_rate,any_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9832000000000001,0.003271085446759228
complete,ablation_n7_r8,ablation,no_channel,any_incident_false_ejection_rate,any_incident_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.021800000000000003,0.017739785793520733
complete,ablation_n7_r8,ablation,no_channel,any_incident_free_false_ejection_rate,any_incident_free_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9822,0.002588435821108959
complete,ablation_n7_r8,ablation,no_channel,coalition_false_claim_rate,coalition_false_claim_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.4838770785887787,0.09542990615996483
complete,ablation_n7_r8,ablation,no_channel,coalition_favorable_rate,coalition_favorable_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9814,0.0035777087639996667
complete,ablation_n7_r8,ablation,no_channel,coalition_game_win_rate,coalition_game_win_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9773999999999999,0.0038470768123342724
complete,ablation_n7_r8,ablation,no_channel,creator_ejection_rate,creator_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.018400000000000003,0.003714835124201343
complete,ablation_n7_r8,ablation,no_channel,creator_survival,creator_survival,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0034000000000000002,0.0043358966777357595
complete,ablation_n7_r8,ablation,no_channel,false_ejection_rate,terminal-meeting false ejection,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9772000000000001,0.0014832396974191339
complete,ablation_n7_r8,ablation,no_channel,false_ejections_per_incident_free_meeting,false_ejections_per_incident_free_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.8723904482884339,0.0207697834161576
complete,ablation_n7_r8,ablation,no_channel,false_ejections_per_incident_meeting,false_ejections_per_incident_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.022943534694598255,0.018986315155401782
complete,ablation_n7_r8,ablation,no_channel,false_ejections_per_meeting,false_ejections_per_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.6851259551605082,0.014192729627451568
complete,ablation_n7_r8,ablation,no_channel,incident_rate,incident_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0218,0.002387467277262665
complete,ablation_n7_r8,ablation,no_channel,mean_false_ejections,mean_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,2.9482000000000004,0.024324884377936864
complete,ablation_n7_r8,ablation,no_channel,mean_incident_false_ejections,mean_incident_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.021800000000000003,0.017739785793520733
complete,ablation_n7_r8,ablation,no_channel,mean_incident_free_false_ejections,mean_incident_free_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,2.9263999999999997,0.035830154897795306
complete,ablation_n7_r8,ablation,no_channel,mean_rounds_played,mean_rounds_played,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,4.3042,0.06780634188628659
complete,ablation_n7_r8,ablation,no_channel,no_ejection_rate,no_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0042,0.0024899799195977463
complete,ablation_n7_r8,ablation,no_channel,same_target_vote_rate,same_target_vote_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.6258814638714407,0.11868140899706298
complete,ablation_n7_r8,ablation,no_channel_no_partner,any_false_ejection_rate,any_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9702,0.01398928161129085
complete,ablation_n7_r8,ablation,no_channel_no_partner,any_incident_false_ejection_rate,any_incident_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0502,0.02974390693906905
complete,ablation_n7_r8,ablation,no_channel_no_partner,any_incident_free_false_ejection_rate,any_incident_free_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9683999999999999,0.01390323703315168
complete,ablation_n7_r8,ablation,no_channel_no_partner,coalition_false_claim_rate,coalition_false_claim_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.4467652555935236,0.10739595352547099
complete,ablation_n7_r8,ablation,no_channel_no_partner,coalition_favorable_rate,coalition_favorable_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9677999999999999,0.013845576911057204
complete,ablation_n7_r8,ablation,no_channel_no_partner,coalition_game_win_rate,coalition_game_win_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9629999999999999,0.013656500283747677
complete,ablation_n7_r8,ablation,no_channel_no_partner,creator_ejection_rate,creator_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.031999999999999994,0.014053469322555195
complete,ablation_n7_r8,ablation,no_channel_no_partner,creator_survival,creator_survival,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0068000000000000005,0.005540758070878027
complete,ablation_n7_r8,ablation,no_channel_no_partner,false_ejection_rate,terminal-meeting false ejection,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9617999999999999,0.013827508813954895
complete,ablation_n7_r8,ablation,no_channel_no_partner,false_ejections_per_incident_free_meeting,false_ejections_per_incident_free_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.8258197963990856,0.02755537294151478
complete,ablation_n7_r8,ablation,no_channel_no_partner,false_ejections_per_incident_meeting,false_ejections_per_incident_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.056120057663963926,0.035732589206852024
complete,ablation_n7_r8,ablation,no_channel_no_partner,false_ejections_per_meeting,false_ejections_per_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.6662326171061139,0.012747601530845686
complete,ablation_n7_r8,ablation,no_channel_no_partner,incident_rate,incident_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0388,0.01194571052721436
complete,ablation_n7_r8,ablation,no_channel_no_partner,mean_false_ejections,mean_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,2.9078,0.09422154742944953
complete,ablation_n7_r8,ablation,no_channel_no_partner,mean_incident_false_ejections,mean_incident_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0502,0.02974390693906905
complete,ablation_n7_r8,ablation,no_channel_no_partner,mean_incident_free_false_ejections,mean_incident_free_false_ejections,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,2.8576,0.10345433775342615
complete,ablation_n7_r8,ablation,no_channel_no_partner,mean_rounds_played,mean_rounds_played,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,4.3644,0.10622287889150825
complete,ablation_n7_r8,ablation,no_channel_no_partner,no_ejection_rate,no_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.006,0.001224744871391589
complete,ablation_n7_r8,ablation,no_channel_no_partner,same_target_vote_rate,same_target_vote_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.580410215552822,0.12694668200848466
complete,ablation_n7_r8,ablation,no_partner,any_false_ejection_rate,any_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9732,0.0070498226928058325
complete,ablation_n7_r8,ablation,no_partner,any_incident_false_ejection_rate,any_incident_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0506,0.05290368607195532
complete,ablation_n7_r8,ablation,no_partner,any_incident_free_false_ejection_rate,any_incident_free_false_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9673999999999999,0.01203328716519307
complete,ablation_n7_r8,ablation,no_partner,coalition_false_claim_rate,coalition_false_claim_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.5542854657046903,0.1389387079696433
complete,ablation_n7_r8,ablation,no_partner,coalition_favorable_rate,coalition_favorable_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9714,0.008532291603080625
complete,ablation_n7_r8,ablation,no_partner,coalition_game_win_rate,coalition_game_win_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9621999999999999,0.008467585252006627
complete,ablation_n7_r8,ablation,no_partner,creator_ejection_rate,creator_ejection_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0284,0.00844393273303382
complete,ablation_n7_r8,ablation,no_partner,creator_survival,creator_survival,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0084,0.00971081870904817
complete,ablation_n7_r8,ablation,no_partner,false_ejection_rate,terminal-meeting false ejection,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.9608000000000001,0.012214745187681987
complete,ablation_n7_r8,ablation,no_partner,false_ejections_per_incident_free_meeting,false_ejections_per_incident_free_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.8567014772113272,0.026479212713064356
complete,ablation_n7_r8,ablation,no_partner,false_ejections_per_incident_meeting,false_ejections_per_incident_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.052114979590706344,0.05567895538266417
complete,ablation_n7_r8,ablation,no_partner,false_ejections_per_meeting,false_ejections_per_meeting,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.6708007334106056,0.016987436813465456
complete,ablation_n7_r8,ablation,no_partner,incident_rate,incident_rate,"[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",True,5,0.0368,0.016037456157383563
